Particle 1 position x_1 (cm), y_1 (cm), Particle 1 velocity v_x, v_y |  x_2,y_2,v_x,v_y ; ...
0.439857,1.39229,57.5619,59.845|4.35456,1.09669,35.4347,46.3974|4.89429,2.67367,31.669,14.3561|0.5588,0.838376,0.125265,-45.2181|4.65695,4.87305,24.6831,-82.1856|0.13058,0.724682,152.329,-154.589|3.63633,3.11756,314.972,-210.144|1.23893,3.18174,249.028,-312.135|2.4974,0.569597,362.696,-324.031|0.481434,3.79401,291.8,-341.625|1.99937,4.14393,280.684,-319.24|3.1346,1.58122,319.849,-355.371|2.25992,0.75041,277.675,-323.231|4.92797,1.41047,239.198,-308.974|1.68672,4.90491,196.261,-240.832|0.0726661,0.00881864,134.92,-253.299|1.57568,3.33238,70.54,-249.703|4.02874,3.91268,9.70544,-189.784|4.32819,2.85724,-33.5525,-246.556|3.60158,0.591742,1.96624,-306.381|
0.440433,1.3929,57.6296,61.0048|4.35491,1.09715,35.2555,45.7235|4.89462,2.67381,32.7073,14.4072|0.558807,0.837924,0.697555,-45.1637|4.6572,4.87223,25.0667,-81.5162|0.132097,0.723136,151.733,-154.598|3.63947,3.11545,313.988,-210.248|1.24141,3.17861,248.861,-313.013|2.50102,0.56635,362.792,-324.635|0.48434,3.7906,290.553,-341.261|2.00218,4.14074,281.54,-319.037|3.1378,1.57767,319.789,-354.9|2.26269,0.747177,277.271,-323.326|4.93037,1.40738,239.969,-309.272|1.68869,4.90251,196.182,-239.705|0.0740114,0.00627302,134.529,-254.562|1.57639,3.32987,71.0192,-250.354|4.02883,3.91079,9.43289,-189.149|4.32785,2.85478,-33.4381,-246.715|3.6016,0.588669,2.28096,-307.297|
0.44101,1.39352,57.6967,62.1643|4.35527,1.0976,35.0772,45.0518|4.89495,2.67395,33.7479,14.4579|0.55882,0.837473,1.26918,-45.1085|4.65745,4.87143,25.4497,-80.8473|0.133609,0.72159,151.14,-154.608|3.6426,3.11335,313.005,-210.352|1.2439,3.17548,248.696,-313.891|2.50465,0.563098,362.887,-325.239|0.487233,3.78719,289.306,-340.896|2.00501,4.13756,282.397,-318.835|3.141,1.57413,319.726,-354.428|2.26546,0.743943,276.865,-323.422|4.93278,1.40428,240.742,-309.571|1.69065,4.90013,196.103,-238.58|0.0753528,0.00371479,134.14,-255.824|1.57711,3.32736,71.4972,-251.005|4.02893,3.9089,9.15948,-188.513|4.32752,2.85231,-33.3253,-246.875|3.60163,0.585587,2.60081,-308.215|
0.441588,1.39415,57.7634,63.3232|4.35561,1.09805,34.8997,44.3824|4.8953,2.6741,34.7907,14.5083|0.558838,0.837022,1.84014,-45.0524|4.65771,4.87062,25.8319,-80.1791|0.135114,0.720043,150.548,-154.62|3.64572,3.11125,312.021,-210.456|1.24639,3.17233,248.534,-314.77|2.50828,0.559839,362.982,-325.843|0.490113,3.78378,288.059,-340.531|2.00784,4.13437,283.255,-318.633|3.1442,1.57059,319.66,-353.957|2.26822,0.740708,276.456,-323.517|4.9352,1.40119,241.518,-309.87|1.69261,4.89775,196.024,-237.454|0.0766903,0.00114393,133.752,-257.086|1.57783,3.32485,71.9739,-251.653|4.02901,3.90703,8.88519,-187.876|4.32719,2.84984,-33.2142,-247.037|3.60166,0.582496,2.92577,-309.133|
0.442166,1.3948,57.8296,64.4816|4.35596,1.09848,34.7232,43.7153|4.89566,2.67425,35.8358,14.5584|0.558862,0.836572,2.41042,-44.9956|4.65797,4.86983,26.2134,-79.5115|0.136614,0.718497,149.958,-154.633|3.64883,3.10914,311.038,-210.56|1.24887,3.16917,248.373,-315.648|2.51191,0.556575,363.076,-326.446|0.492981,3.78038,286.81,-340.165|2.01068,4.13119,284.114,-318.433|3.14739,1.56705,319.591,-353.485|2.27099,0.737471,276.044,-323.612|4.93762,1.39808,242.297,-310.17|1.69457,4.89539,195.944,-236.329|0.078024,-0.00143955,133.366,-258.348|1.57855,3.32232,72.4493,-252.301|4.0291,3.90515,8.61002,-187.237|4.32686,2.84737,-33.1048,-247.202|3.60169,0.579395,3.25582,-310.052|
0.442745,1.39545,57.8953,65.6395|4.35631,1.09891,34.5475,43.0505|4.89603,2.67439,36.8831,14.6082|0.558892,0.836123,2.98002,-44.9379|4.65824,4.86904,26.5942,-78.8446|0.138107,0.716951,149.371,-154.647|3.65193,3.10703,310.056,-210.664|1.25135,3.16601,248.215,-316.525|2.51554,0.553304,363.169,-327.05|0.495837,3.77698,285.561,-339.799|2.01353,4.128,284.974,-318.233|3.15059,1.56352,319.52,-353.014|2.27374,0.734234,275.63,-323.707|4.94005,1.39498,243.079,-310.47|1.69653,4.89304,195.863,-235.204|0.0793538,0.00113131,132.982,257.086|1.57928,3.31979,72.9234,-252.948|4.02918,3.90329,8.33398,-186.597|4.32653,2.84489,-32.997,-247.369|3.60173,0.576286,3.59091,-310.971|
0.443325,1.39612,57.9611,66.7979|4.35665,1.09934,34.3727,42.388|4.89641,2.67454,37.9326,14.6578|0.558927,0.835674,3.5498,-44.8794|4.65851,4.86826,26.9743,-78.1783|0.139595,0.715404,148.786,-154.665|3.65502,3.10493,309.074,-210.768|1.25383,3.16283,248.058,-317.403|2.51918,0.550028,363.262,-327.653|0.49868,3.77359,284.311,-339.432|2.01639,4.12482,285.834,-318.034|3.15378,1.56,319.445,-352.542|2.27649,0.730996,275.213,-323.801|4.94249,1.39187,243.864,-310.771|1.69848,4.8907,195.782,-234.079|0.0806798,0.00368955,132.597,255.825|1.58002,3.31726,73.3961,-253.593|4.02926,3.90143,8.05706,-185.957|4.3262,2.84242,-32.891,-247.537|3.60177,0.573167,3.93102,-311.892|
0.443905,1.3968,58.027,67.9568|4.35699,1.09975,34.1989,41.7279|4.8968,2.67468,38.9844,14.707|0.558969,0.835226,4.11975,-44.8201|4.65878,4.86748,27.3537,-77.5127|0.141077,0.713857,148.204,-154.684|3.6581,3.10282,308.093,-210.872|1.25631,3.15965,247.904,-318.281|2.52281,0.546745,363.354,-328.256|0.501511,3.7702,283.061,-339.064|2.01926,4.12164,286.695,-317.836|3.15698,1.55648,319.368,-352.07|2.27924,0.727757,274.794,-323.896|4.94493,1.38876,244.651,-311.072|1.70044,4.88837,195.7,-232.955|0.0820019,0.00623519,132.211,254.563|1.58076,3.31471,73.8675,-254.238|4.02934,3.89957,7.77927,-185.315|4.32587,2.83994,-32.7866,-247.708|3.60181,0.570039,4.27612,-312.813|
0.444486,1.39749,58.093,69.1161|4.35733,1.10017,34.0259,41.0701|4.8972,2.67483,40.0384,14.7561|0.559015,0.834778,4.68987,-44.76|4.65906,4.86672,27.7324,-76.8477|0.142554,0.71231,147.625,-154.706|3.66117,3.10071,307.112,-210.976|1.25879,3.15646,247.752,-319.158|2.52645,0.543457,363.446,-328.859|0.504329,3.76681,281.81,-338.696|2.02213,4.11847,287.556,-317.638|3.16017,1.55296,319.287,-351.598|2.28199,0.724517,274.372,-323.99|4.94739,1.38565,245.442,-311.373|1.7024,4.88605,195.617,-231.831|0.0833201,0.00876821,131.824,253.302|1.5815,3.31217,74.3376,-254.881|4.02942,3.89773,7.5006,-184.672|4.32554,2.83746,-32.684,-247.881|3.60186,0.566901,4.62618,-313.735|
0.445068,1.3982,58.1591,70.2759|4.35767,1.10057,33.8539,40.4148|4.89761,2.67498,41.0947,14.8049|0.559068,0.834331,5.26014,-44.6992|4.65934,4.86595,28.1104,-76.1834|0.144024,0.710763,147.049,-154.731|3.66423,3.0986,306.132,-211.08|1.26127,3.15326,247.602,-320.035|2.53008,0.540162,363.538,-329.462|0.507134,3.76343,280.559,-338.328|2.02502,4.11529,288.419,-317.441|3.16336,1.54945,319.204,-351.127|2.28472,0.721277,273.947,-324.085|4.94985,1.38253,246.235,-311.675|1.70435,4.88374,195.534,-230.707|0.0846345,0.0112886,131.437,252.042|1.58225,3.30961,74.8064,-255.522|4.02949,3.89589,7.22105,-184.029|4.32522,2.83498,-32.5831,-248.056|3.60191,0.563755,4.98117,-314.658|
