1.41745e-27,2.41369e-27,3.0308e-27,3.18767e-27,2.86051e-27,1.79176e-27,3.57193e-28,1.19614e-29,5.70218e-32,3.75989e-35,3.40832e-39
2.3318e-27,3.61285e-27,6.00413e-27,7.47097e-27,6.04496e-27,3.34701e-27,6.27556e-28,2.09344e-29,1.03325e-31,7.20663e-35,6.9876e-39
2.93798e-27,3.02519e-27,4.83014e-27,7.14007e-27,6.26268e-27,3.31971e-27,5.00713e-28,1.44143e-29,6.67876e-32,4.55815e-35,4.39381e-39
4.56964e-27,5.03146e-27,4.09682e-27,5.57748e-27,6.18794e-27,4.13858e-27,6.38003e-28,1.60826e-29,6.14715e-32,3.44818e-35,2.77178e-39
2.99897e-27,4.0322e-27,4.0756e-27,5.74352e-27,6.48111e-27,3.68517e-27,4.8794e-28,1.05513e-29,3.44838e-32,1.67239e-35,1.18873e-39
9.36506e-28,1.4593e-27,2.01527e-27,3.0383e-27,3.0316e-27,1.12902e-27,1.01461e-28,1.65468e-30,4.3072e-33,1.70348e-36,1.00869e-40
1.41745e-27,2.41369e-27,3.0308e-27,3.18767e-27,2.86051e-27,1.79176e-27,3.57193e-28,1.19614e-29,5.70218e-32,3.75989e-35,3.40832e-39
2.3318e-27,3.61285e-27,6.00413e-27,7.47097e-27,6.04496e-27,3.34701e-27,6.27556e-28,2.09344e-29,1.03325e-31,7.20663e-35,6.9876e-39
2.93798e-27,3.02519e-27,4.83014e-27,7.14007e-27,6.26268e-27,3.31971e-27,5.00713e-28,1.44143e-29,6.67876e-32,4.55815e-35,4.39381e-39
4.56964e-27,5.03146e-27,4.09682e-27,5.57748e-27,6.18794e-27,4.13858e-27,6.38003e-28,1.60826e-29,6.14715e-32,3.44818e-35,2.77178e-39
2.99897e-27,4.0322e-27,4.0756e-27,5.74352e-27,6.48111e-27,3.68517e-27,4.8794e-28,1.05513e-29,3.44838e-32,1.67239e-35,1.18873e-39
9.33543e-28,1.45327e-27,2.01055e-27,3.02774e-27,3.01421e-27,1.12001e-27,1.00221e-28,1.62433e-30,4.19537e-33,1.64386e-36,9.63082e-41
1.41745e-27,2.41369e-27,3.0308e-27,3.18767e-27,2.86051e-27,1.79176e-27,3.57193e-28,1.19614e-29,5.70218e-32,3.75989e-35,3.40832e-39
2.3318e-27,3.61285e-27,6.00413e-27,7.47097e-27,6.04496e-27,3.34701e-27,6.27556e-28,2.09344e-29,1.03325e-31,7.20663e-35,6.9876e-39
2.93798e-27,3.02519e-27,4.83014e-27,7.14007e-27,6.26268e-27,3.31971e-27,5.00713e-28,1.44143e-29,6.67876e-32,4.55815e-35,4.39381e-39
4.56964e-27,5.03146e-27,4.09682e-27,5.57748e-27,6.18794e-27,4.13858e-27,6.38003e-28,1.60826e-29,6.14715e-32,3.44818e-35,2.77178e-39
2.99897e-27,4.0322e-27,4.0756e-27,5.74352e-27,6.48111e-27,3.68517e-27,4.8794e-28,1.05513e-29,3.44838e-32,1.67239e-35,1.18873e-39
9.30579e-28,1.44727e-27,2.00584e-27,3.01714e-27,2.99687e-27,1.1111e-27,9.9003e-29,1.59477e-30,4.08754e-33,1.58694e-36,9.19966e-41
1.41745e-27,2.41369e-27,3.0308e-27,3.18767e-27,2.86051e-27,1.79176e-27,3.57193e-28,1.19614e-29,5.70218e-32,3.75989e-35,3.40832e-39
2.3318e-27,3.61285e-27,6.00413e-27,7.47097e-27,6.04496e-27,3.34701e-27,6.27556e-28,2.09344e-29,1.03325e-31,7.20663e-35,6.9876e-39
2.93798e-27,3.02519e-27,4.83014e-27,7.14007e-27,6.26268e-27,3.31971e-27,5.00713e-28,1.44143e-29,6.67876e-32,4.55815e-35,4.39381e-39
4.56964e-27,5.03146e-27,4.09682e-27,5.57748e-27,6.18794e-27,4.13858e-27,6.38003e-28,1.60826e-29,6.14715e-32,3.44818e-35,2.77178e-39
2.99897e-27,4.0322e-27,4.0756e-27,5.74352e-27,6.48111e-27,3.68517e-27,4.8794e-28,1.05513e-29,3.44838e-32,1.67239e-35,1.18873e-39
9.27613e-28,1.44131e-27,2.00114e-27,3.00651e-27,2.97958e-27,1.10227e-27,9.78057e-29,1.56598e-30,3.98354e-33,1.53259e-36,8.79205e-41
1.41745e-27,2.41369e-27,3.0308e-27,3.18767e-27,2.86051e-27,1.79176e-27,3.57193e-28,1.19614e-29,5.70218e-32,3.75989e-35,3.40832e-39
2.3318e-27,3.61285e-27,6.00413e-27,7.47097e-27,6.04496e-27,3.34701e-27,6.27556e-28,2.09344e-29,1.03325e-31,7.20663e-35,6.9876e-39
2.93798e-27,3.02519e-27,4.83014e-27,7.14007e-27,6.26268e-27,3.31971e-27,5.00713e-28,1.44143e-29,6.67876e-32,4.55815e-35,4.39381e-39
4.56964e-27,5.03146e-27,4.09682e-27,5.57748e-27,6.18794e-27,4.13858e-27,6.38003e-28,1.60826e-29,6.14715e-32,3.44818e-35,2.77178e-39
2.99897e-27,4.0322e-27,4.0756e-27,5.74352e-27,6.48111e-27,3.68517e-27,4.8794e-28,1.05513e-29,3.44838e-32,1.67239e-35,1.18873e-39
9.24646e-28,1.43538e-27,1.99647e-27,2.99584e-27,2.96235e-27,1.09352e-27,9.66291e-29,1.53795e-30,3.88322e-33,1.48069e-36,8.40663e-41
1.41745e-27,2.41369e-27,3.0308e-27,3.18767e-27,2.86051e-27,1.79176e-27,3.57193e-28,1.19614e-29,5.70218e-32,3.75989e-35,3.40832e-39
2.3318e-27,3.61285e-27,6.00413e-27,7.47097e-27,6.04496e-27,3.34701e-27,6.27556e-28,2.09344e-29,1.03325e-31,7.20663e-35,6.9876e-39
2.93798e-27,3.02519e-27,4.83014e-27,7.14007e-27,6.26268e-27,3.31971e-27,5.00713e-28,1.44143e-29,6.67876e-32,4.55815e-35,4.39381e-39
4.56964e-27,5.03146e-27,4.09682e-27,5.57748e-27,6.18794e-27,4.13858e-27,6.38003e-28,1.60826e-29,6.14715e-32,3.44818e-35,2.77178e-39
2.99897e-27,4.0322e-27,4.0756e-27,5.74352e-27,6.48111e-27,3.68517e-27,4.8794e-28,1.05513e-29,3.44838e-32,1.67239e-35,1.18873e-39
9.21679e-28,1.42948e-27,1.99181e-27,2.98513e-27,2.94518e-27,1.08486e-27,9.5473e-29,1.51065e-30,3.78646e-33,1.43111e-36,8.04213e-41
