0.1,378.801
0.433333,273.224
0.766667,252.704
1.1,236.624
1.43333,220.445
1.76667,204.502
2.1,189.287
2.43333,175.137
2.76667,162.219
3.1,150.564
3.43333,140.114
3.76667,130.772
4.1,122.42
4.43333,114.943
4.76667,108.234
5.1,102.195
5.43333,96.7424
5.76667,91.8022
6.1,87.3112
6.43333,83.2149
6.76667,79.4665
7.1,76.0259
7.43333,72.8584
7.76667,69.9341
8.1,67.227
8.43333,64.7148
8.76667,62.3777
9.1,60.1986
9.43333,58.1624
9.76667,56.2558
10.1,54.4671
10.4333,52.786
10.7667,51.2032
11.1,49.7105
11.4333,48.3006
11.7667,46.9668
12.1,45.7033
12.4333,44.5047
12.7667,43.3663
13.1,42.2835
13.4333,41.2526
13.7667,40.27
14.1,39.3322
14.4333,38.4365
14.7667,37.58
15.1,36.7602
15.4333,35.9749
15.7667,35.222
16.1,34.4994
16.4333,33.8054
