No iterations: 800
Time (s), Position 1 (cm), Velocity 1 (cm s-1), Acceleration 1 (cm s-2), Position 2 (cm), Velocity 2 (cm s-1), Acceleration 2 (cm s-2)
3.54, 5.55916, 0.756091,-2.33873,6.44084, -0.756091,2.33873
3.55, 5.56672, 0.732704,-2.35008,6.43328, -0.732704,2.35008
3.56, 5.57404, 0.709203,-2.36107,6.42596, -0.709203,2.36107
3.57, 5.58114, 0.685592,-2.3717,6.41886, -0.685592,2.3717
3.58, 5.58799, 0.661875,-2.38199,6.41201, -0.661875,2.38199
3.59, 5.59461, 0.638055,-2.39192,6.40539, -0.638055,2.39192
3.6, 5.60099, 0.614136,-2.40149,6.39901, -0.614136,2.40149
3.61, 5.60713, 0.590121,-2.4107,6.39287, -0.590121,2.4107
3.62, 5.61303, 0.566014,-2.41955,6.38697, -0.566014,2.41955
3.63, 5.61869, 0.541819,-2.42804,6.38131, -0.541819,2.42804
3.64, 5.62411, 0.517538,-2.43617,6.37589, -0.517538,2.43617
3.65, 5.62929, 0.493177,-2.44393,6.37071, -0.493177,2.44393
3.66, 5.63422, 0.468737,-2.45133,6.36578, -0.468737,2.45133
3.67, 5.63891, 0.444224,-2.45836,6.36109, -0.444224,2.45836
3.68, 5.64335, 0.419641,-2.46502,6.35665, -0.41964,2.46502
3.69, 5.64755, 0.39499,-2.47132,6.35246, -0.39499,2.47132
3.7, 5.65149, 0.370277,-2.47724,6.34851, -0.370277,2.47724
3.71, 5.6552, 0.345505,-2.4828,6.3448, -0.345505,2.4828
3.72, 5.65865, 0.320677,-2.48798,6.34135, -0.320677,2.48798
3.73, 5.66186, 0.295797,-2.49279,6.33814, -0.295797,2.49279
3.74, 5.66482, 0.270869,-2.49723,6.33518, -0.270869,2.49723
3.75, 5.66753, 0.245897,-2.50129,6.33247, -0.245897,2.50129
3.76, 5.66999, 0.220884,-2.50498,6.33001, -0.220884,2.50498
3.77, 5.67219, 0.195834,-2.50829,6.32781, -0.195834,2.50829
3.78, 5.67415, 0.170751,-2.51123,6.32585, -0.170751,2.51123
3.79, 5.67586, 0.145639,-2.51379,6.32414, -0.145639,2.51379
3.8, 5.67732, 0.120501,-2.51597,6.32268, -0.120501,2.51597
3.81, 5.67852, 0.0953413,-2.51778,6.32148, -0.0953412,2.51778
3.82, 5.67947, 0.0701634,-2.51921,6.32053, -0.0701634,2.51921
3.83, 5.68018, 0.0449713,-2.52026,6.31982, -0.0449713,2.52026
3.84, 5.68063, 0.0197687,-2.52094,6.31937, -0.0197687,2.52094
3.85, 5.68082, -0.00544071,-2.52124,6.31918, 0.00544073,2.52124
3.86, 5.68077, -0.0306531,-2.52115,6.31923, 0.0306531,2.52115
3.87, 5.68046, -0.0558646,-2.52069,6.31954, 0.0558646,2.52069
3.88, 5.6799, -0.0810715,-2.51986,6.3201, 0.0810716,2.51986
3.89, 5.67909, -0.10627,-2.51864,6.32091, 0.10627,2.51864
3.9, 5.67803, -0.131457,-2.51705,6.32197, 0.131457,2.51705
3.91, 5.67672, -0.156627,-2.51507,6.32328, 0.156627,2.51507
3.92, 5.67515, -0.181778,-2.51272,6.32485, 0.181778,2.51272
3.93, 5.67333, -0.206905,-2.51,6.32667, 0.206905,2.51
3.94, 5.67126, -0.232005,-2.50689,6.32874, 0.232005,2.50689
3.95, 5.66894, -0.257074,-2.50341,6.33106, 0.257074,2.50341
3.96, 5.66637, -0.282108,-2.49956,6.33363, 0.282108,2.49956
3.97, 5.66355, -0.307104,-2.49533,6.33645, 0.307104,2.49533
3.98, 5.66048, -0.332057,-2.49072,6.33952, 0.332057,2.49072
3.99, 5.65716, -0.356964,-2.48574,6.34284, 0.356964,2.48574
4, 5.65359, -0.381821,-2.48038,6.34641, 0.381821,2.48038
4.01, 5.64977, -0.406625,-2.47466,6.35023, 0.406625,2.47466
4.02, 5.64571, -0.431372,-2.46856,6.35429, 0.431372,2.46856
4.03, 5.64139, -0.456057,-2.46209,6.35861, 0.456057,2.46209
4.04, 5.63683, -0.480678,-2.45525,6.36317, 0.480678,2.45525
4.05, 5.63202, -0.505231,-2.44804,6.36798, 0.505231,2.44804
4.06, 5.62697, -0.529711,-2.44046,6.37303, 0.529711,2.44046
4.07, 5.62167, -0.554116,-2.43251,6.37833, 0.554116,2.43251
4.08, 5.61613, -0.578441,-2.4242,6.38387, 0.578441,2.4242
4.09, 5.61035, -0.602683,-2.41552,6.38965, 0.602683,2.41552
4.1, 5.60432, -0.626838,-2.40648,6.39568, 0.626838,2.40648
4.11, 5.59805, -0.650903,-2.39708,6.40195, 0.650903,2.39708
4.12, 5.59155, -0.674874,-2.38732,6.40845, 0.674874,2.38732
4.13, 5.5848, -0.698747,-2.37719,6.4152, 0.698747,2.37719
4.14, 5.57781, -0.722519,-2.36671,6.42219, 0.722519,2.36671
4.15, 5.57058, -0.746186,-2.35588,6.42942, 0.746186,2.35588
4.16, 5.56312, -0.769745,-2.34468,6.43688, 0.769745,2.34468
4.17, 5.55542, -0.793192,-2.33314,6.44458, 0.793192,2.33314
4.18, 5.54749, -0.816523,-2.32124,6.45251, 0.816523,2.32124
4.19, 5.53933, -0.839735,-2.30899,6.46067, 0.839735,2.30899
4.2, 5.53093, -0.862825,-2.2964,6.46907, 0.862825,2.2964
4.21, 5.5223, -0.885789,-2.28345,6.4777, 0.885789,2.28345
4.22, 5.51344, -0.908624,-2.27017,6.48656, 0.908624,2.27017
4.23, 5.50436, -0.931325,-2.25654,6.49564, 0.931325,2.25654
4.24, 5.49504, -0.953891,-2.24257,6.50496, 0.953891,2.24257
4.25, 5.48551, -0.976316,-2.22826,6.51449, 0.976316,2.22826
4.26, 5.47574, -0.998599,-2.21361,6.52426, 0.998599,2.21361
4.27, 5.46576, -1.02074,-2.19863,6.53424, 1.02074,2.19863
4.28, 5.45555, -1.04272,-2.18332,6.54445, 1.04272,2.18332
4.29, 5.44512, -1.06455,-2.16768,6.55488, 1.06455,2.16768
4.3, 5.43448, -1.08623,-2.15171,6.56552, 1.08623,2.15171
4.31, 5.42361, -1.10775,-2.13542,6.57639, 1.10775,2.13542
4.32, 5.41254, -1.1291,-2.1188,6.58746, 1.1291,2.1188
4.33, 5.40125, -1.15029,-2.10187,6.59875, 1.15029,2.10187
4.34, 5.38974, -1.17131,-2.08461,6.61026, 1.17131,2.08461
4.35, 5.37803, -1.19216,-2.06704,6.62197, 1.19216,2.06704
4.36, 5.36611, -1.21283,-2.04916,6.63389, 1.21283,2.04916
4.37, 5.35398, -1.23332,-2.03097,6.64602, 1.23332,2.03097
4.38, 5.34165, -1.25363,-2.01247,6.65835, 1.25363,2.01247
4.39, 5.32911, -1.27375,-1.99367,6.67089, 1.27375,1.99367
4.4, 5.31637, -1.29369,-1.97456,6.68363, 1.29369,1.97456
4.41, 5.30344, -1.31343,-1.95515,6.69656, 1.31343,1.95515
4.42, 5.2903, -1.33299,-1.93545,6.7097, 1.33299,1.93545
4.43, 5.27697, -1.35234,-1.91546,6.72303, 1.35234,1.91546
4.44, 5.26345, -1.3715,-1.89517,6.73655, 1.3715,1.89517
4.45, 5.24973, -1.39045,-1.8746,6.75027, 1.39045,1.8746
4.46, 5.23583, -1.40919,-1.85374,6.76417, 1.40919,1.85374
4.47, 5.22174, -1.42773,-1.83261,6.77826, 1.42773,1.8326
4.48, 5.20746, -1.44606,-1.81119,6.79254, 1.44606,1.81119
4.49, 5.193, -1.46417,-1.7895,6.807, 1.46417,1.7895
4.5, 5.17836, -1.48206,-1.76754,6.82164, 1.48206,1.76754
4.51, 5.16354, -1.49974,-1.7453,6.83646, 1.49974,1.7453
4.52, 5.14854, -1.51719,-1.72281,6.85146, 1.51719,1.72281
4.53, 5.13337, -1.53442,-1.70005,6.86663, 1.53442,1.70005
4.54, 5.11802, -1.55142,-1.67703,6.88198, 1.55142,1.67703
4.55, 5.10251, -1.56819,-1.65376,6.89749, 1.56819,1.65376
4.56, 5.08683, -1.58473,-1.63024,6.91317, 1.58473,1.63024
4.57, 5.07098, -1.60103,-1.60647,6.92902, 1.60103,1.60647
4.58, 5.05497, -1.6171,-1.58245,6.94503, 1.6171,1.58245
4.59, 5.0388, -1.63292,-1.5582,6.9612, 1.63292,1.5582
4.6, 5.02247, -1.6485,-1.5337,6.97753, 1.6485,1.5337
4.61, 5.00598, -1.66384,-1.50898,6.99402, 1.66384,1.50898
4.62, 4.98935, -1.67893,-1.48402,7.01065, 1.67893,1.48402
4.63, 4.97256, -1.69377,-1.45883,7.02744, 1.69377,1.45883
4.64, 4.95562, -1.70836,-1.43343,7.04438, 1.70836,1.43343
4.65, 4.93854, -1.72269,-1.4078,7.06146, 1.72269,1.4078
4.66, 4.92131, -1.73677,-1.38196,7.07869, 1.73677,1.38196
4.67, 4.90394, -1.75059,-1.35591,7.09606, 1.75059,1.35591
4.68, 4.88643, -1.76415,-1.32965,7.11357, 1.76415,1.32965
4.69, 4.86879, -1.77744,-1.30319,7.13121, 1.77744,1.30319
4.7, 4.85102, -1.79048,-1.27653,7.14898, 1.79048,1.27653
4.71, 4.83311, -1.80324,-1.24967,7.16689, 1.80324,1.24967
4.72, 4.81508, -1.81574,-1.22262,7.18492, 1.81574,1.22262
4.73, 4.79692, -1.82796,-1.19539,7.20308, 1.82796,1.19539
4.74, 4.77864, -1.83992,-1.16797,7.22136, 1.83992,1.16797
4.75, 4.76025, -1.8516,-1.14037,7.23975, 1.8516,1.14037
4.76, 4.74173, -1.863,-1.11259,7.25827, 1.863,1.11259
4.77, 4.7231, -1.87413,-1.08465,7.2769, 1.87413,1.08465
4.78, 4.70436, -1.88497,-1.05654,7.29564, 1.88497,1.05654
4.79, 4.68551, -1.89554,-1.02826,7.31449, 1.89554,1.02826
4.8, 4.66655, -1.90582,-0.99983,7.33345, 1.90582,0.99983
4.81, 4.64749, -1.91582,-0.971242,7.35251, 1.91582,0.971242
4.82, 4.62834, -1.92553,-0.942505,7.37166, 1.92553,0.942505
4.83, 4.60908, -1.93496,-0.913622,7.39092, 1.93496,0.913622
4.84, 4.58973, -1.94409,-0.884598,7.41027, 1.94409,0.884598
4.85, 4.57029, -1.95294,-0.855436,7.42971, 1.95294,0.855436
4.86, 4.55076, -1.96149,-0.826142,7.44924, 1.96149,0.826142
4.87, 4.53115, -1.96976,-0.79672,7.46885, 1.96976,0.79672
4.88, 4.51145, -1.97772,-0.767173,7.48855, 1.97772,0.767173
4.89, 4.49167, -1.9854,-0.737507,7.50833, 1.98539,0.737507
4.9, 4.47182, -1.99277,-0.707726,7.52818, 1.99277,0.707726
4.91, 4.45189, -1.99985,-0.677835,7.54811, 1.99985,0.677835
4.92, 4.43189, -2.00663,-0.647837,7.56811, 2.00663,0.647837
4.93, 4.41183, -2.0131,-0.617738,7.58817, 2.0131,0.617738
4.94, 4.39169, -2.01928,-0.587541,7.60831, 2.01928,0.587541
4.95, 4.3715, -2.02516,-0.557252,7.6285, 2.02516,0.557252
4.96, 4.35125, -2.03073,-0.526875,7.64875, 2.03073,0.526875
4.97, 4.33094, -2.036,-0.496414,7.66906, 2.036,0.496414
4.98, 4.31058, -2.04096,-0.465874,7.68942, 2.04096,0.465874
4.99, 4.29017, -2.04562,-0.43526,7.70983, 2.04562,0.435259
5, 4.26972, -2.04997,-0.404575,7.73028, 2.04997,0.404575
5.01, 4.24922, -2.05402,-0.373826,7.75078, 2.05402,0.373826
5.02, 4.22868, -2.05776,-0.343015,7.77132, 2.05776,0.343015
5.03, 4.2081, -2.06119,-0.312149,7.7919, 2.06119,0.312148
5.04, 4.18749, -2.06431,-0.281231,7.81251, 2.06431,0.281231
5.05, 4.16684, -2.06712,-0.250267,7.83316, 2.06712,0.250267
5.06, 4.14617, -2.06962,-0.21926,7.85383, 2.06962,0.21926
5.07, 4.12548, -2.07182,-0.188215,7.87452, 2.07182,0.188215
5.08, 4.10476, -2.0737,-0.157138,7.89524, 2.0737,0.157138
5.09, 4.08402, -2.07527,-0.126032,7.91598, 2.07527,0.126032
5.1, 4.06327, -2.07653,-0.094903,7.93673, 2.07653,0.094903
5.11, 4.0425, -2.07748,-0.063755,7.9575, 2.07748,0.063755
5.12, 4.02173, -2.07812,-0.0325928,7.97827, 2.07812,0.0325928
5.13, 4.00095, -2.07844,-0.00142121,7.99905, 2.07844,0.00142121
5.14, 3.98016, -2.07846,0.0297554,8.01984, 2.07846,-0.0297546
5.15, 3.95938, -2.07816,0.0609325,8.04062, 2.07816,-0.0609326
5.16, 3.9386, -2.07755,0.0921047,8.0614, 2.07755,-0.0921049
5.17, 3.91782, -2.07663,0.123268,8.08218, 2.07663,-0.123267
5.18, 3.89706, -2.0754,0.154417,8.10294, 2.0754,-0.154417
5.19, 3.8763, -2.07385,0.185548,8.1237, 2.07385,-0.185549
5.2, 3.85556, -2.072,0.216656,8.14444, 2.072,-0.216657
5.21, 3.83484, -2.06983,0.247736,8.16516, 2.06983,-0.247736
5.22, 3.81414, -2.06735,0.278784,8.18586, 2.06735,-0.278784
5.23, 3.79347, -2.06457,0.309794,8.20653, 2.06457,-0.309794
5.24, 3.77283, -2.06147,0.340762,8.22717, 2.06147,-0.340762
5.25, 3.75221, -2.05806,0.371684,8.24779, 2.05806,-0.371684
5.26, 3.73163, -2.05434,0.402555,8.26837, 2.05434,-0.402555
5.27, 3.71109, -2.05032,0.43337,8.28891, 2.05032,-0.433371
5.28, 3.69058, -2.04598,0.464125,8.30942, 2.04598,-0.464125
5.29, 3.67012, -2.04134,0.494815,8.32988, 2.04134,-0.494815
5.3, 3.64971, -2.03639,0.525435,8.35029, 2.03639,-0.525435
5.31, 3.62935, -2.03114,0.555981,8.37065, 2.03114,-0.555981
5.32, 3.60903, -2.02558,0.586448,8.39097, 2.02558,-0.586448
5.33, 3.58878, -2.01972,0.616832,8.41122, 2.01972,-0.616832
5.34, 3.56858, -2.01355,0.647127,8.43142, 2.01355,-0.647128
5.35, 3.54845, -2.00708,0.67733,8.45155, 2.00708,-0.67733
5.36, 3.52838, -2.0003,0.707437,8.47162, 2.0003,-0.707437
5.37, 3.50837, -1.99323,0.737441,8.49163, 1.99323,-0.737442
5.38, 3.48844, -1.98585,0.767339,8.51156, 1.98585,-0.767339
5.39, 3.46858, -1.97818,0.797127,8.53142, 1.97818,-0.797127
5.4, 3.4488, -1.97021,0.8268,8.5512, 1.97021,-0.8268
5.41, 3.4291, -1.96194,0.856353,8.5709, 1.96194,-0.856353
5.42, 3.40948, -1.95338,0.885783,8.59052, 1.95338,-0.885783
5.43, 3.38994, -1.94452,0.915083,8.61006, 1.94452,-0.915082
5.44, 3.3705, -1.93537,0.944251,8.6295, 1.93537,-0.944251
5.45, 3.35115, -1.92593,0.973281,8.64885, 1.92593,-0.973281
5.46, 3.33189, -1.91619,1.00217,8.66811, 1.91619,-1.00217
5.47, 3.31272, -1.90617,1.03091,8.68728, 1.90617,-1.03091
5.48, 3.29366, -1.89586,1.05951,8.70634, 1.89586,-1.05951
5.49, 3.2747, -1.88527,1.08794,8.7253, 1.88527,-1.08794
5.5, 3.25585, -1.87439,1.11622,8.74415, 1.87439,-1.11622
5.51, 3.23711, -1.86323,1.14434,8.76289, 1.86323,-1.14434
5.52, 3.21848, -1.85178,1.17229,8.78152, 1.85178,-1.17229
5.53, 3.19996, -1.84006,1.20006,8.80004, 1.84006,-1.20006
5.54, 3.18156, -1.82806,1.22766,8.81844, 1.82806,-1.22766
5.55, 3.16328, -1.81578,1.25509,8.83672, 1.81578,-1.25508
5.56, 3.14512, -1.80323,1.28232,8.85488, 1.80323,-1.28232
5.57, 3.12709, -1.79041,1.30937,8.87291, 1.79041,-1.30937
5.58, 3.10918, -1.77731,1.33623,8.89082, 1.77731,-1.33623
5.59, 3.09141, -1.76395,1.36289,8.90859, 1.76395,-1.36289
5.6, 3.07377, -1.75032,1.38935,8.92623, 1.75032,-1.38935
5.61, 3.05627, -1.73643,1.4156,8.94373, 1.73643,-1.4156
5.62, 3.0389, -1.72227,1.44165,8.9611, 1.72227,-1.44165
5.63, 3.02168, -1.70786,1.46748,8.97832, 1.70786,-1.46748
5.64, 3.0046, -1.69318,1.4931,8.9954, 1.69318,-1.4931
5.65, 2.98767, -1.67825,1.5185,9.01233, 1.67825,-1.5185
5.66, 2.97089, -1.66307,1.54367,9.02911, 1.66307,-1.54367
5.67, 2.95426, -1.64763,1.56862,9.04574, 1.64763,-1.56862
5.68, 2.93778, -1.63194,1.59333,9.06222, 1.63194,-1.59333
5.69, 2.92146, -1.61601,1.61781,9.07854, 1.61601,-1.61781
5.7, 2.9053, -1.59983,1.64205,9.0947, 1.59983,-1.64205
5.71, 2.8893, -1.58341,1.66605,9.1107, 1.58341,-1.66605
5.72, 2.87347, -1.56675,1.6898,9.12653, 1.56675,-1.6898
5.73, 2.8578, -1.54985,1.7133,9.1422, 1.54985,-1.7133
5.74, 2.8423, -1.53272,1.73655,9.1577, 1.53272,-1.73655
5.75, 2.82697, -1.51536,1.75954,9.17303, 1.51536,-1.75954
5.76, 2.81182, -1.49776,1.78227,9.18818, 1.49776,-1.78227
5.77, 2.79684, -1.47994,1.80474,9.20316, 1.47994,-1.80474
5.78, 2.78204, -1.46189,1.82693,9.21796, 1.46189,-1.82693
5.79, 2.76742, -1.44362,1.84886,9.23258, 1.44362,-1.84886
5.8, 2.75299, -1.42513,1.87052,9.24701, 1.42513,-1.87052
5.81, 2.73874, -1.40643,1.89189,9.26126, 1.40643,-1.89189
5.82, 2.72467, -1.38751,1.91299,9.27533, 1.38751,-1.91299
5.83, 2.7108, -1.36838,1.9338,9.2892, 1.36838,-1.9338
5.84, 2.69711, -1.34904,1.95433,9.30289, 1.34904,-1.95433
5.85, 2.68362, -1.3295,1.97456,9.31638, 1.3295,-1.97457
5.86, 2.67033, -1.30975,1.99451,9.32967, 1.30975,-1.99451
5.87, 2.65723, -1.28981,2.01415,9.34277, 1.28981,-2.01415
5.88, 2.64433, -1.26966,2.0335,9.35567, 1.26966,-2.0335
5.89, 2.63164, -1.24933,2.05255,9.36836, 1.24933,-2.05255
5.9, 2.61914, -1.2288,2.07129,9.38086, 1.2288,-2.07128
5.91, 2.60685, -1.20809,2.08972,9.39314, 1.20809,-2.08972
5.92, 2.59477, -1.18719,2.10784,9.40523, 1.18719,-2.10784
5.93, 2.5829, -1.16612,2.12565,9.4171, 1.16612,-2.12565
5.94, 2.57124, -1.14486,2.14314,9.42876, 1.14486,-2.14314
5.95, 2.55979, -1.12343,2.16031,9.44021, 1.12343,-2.16031
5.96, 2.54856, -1.10182,2.17716,9.45144, 1.10182,-2.17716
5.97, 2.53754, -1.08005,2.19369,9.46246, 1.08005,-2.19369
5.98, 2.52674, -1.05812,2.20989,9.47326, 1.05812,-2.20989
5.99, 2.51616, -1.03602,2.22576,9.48384, 1.03602,-2.22576
6, 2.5058, -1.01376,2.2413,9.4942, 1.01376,-2.2413
6.01, 2.49566, -0.991346,2.25651,9.50434, 0.991346,-2.25651
6.02, 2.48575, -0.968781,2.27138,9.51425, 0.968781,-2.27138
6.03, 2.47606, -0.946068,2.28591,9.52394, 0.946067,-2.28591
6.04, 2.4666, -0.923208,2.3001,9.5334, 0.923208,-2.3001
6.05, 2.45737, -0.900207,2.31395,9.54263, 0.900207,-2.31395
6.06, 2.44836, -0.877068,2.32745,9.55164, 0.877068,-2.32745
6.07, 2.43959, -0.853793,2.34061,9.56041, 0.853793,-2.34061
6.08, 2.43106, -0.830387,2.35342,9.56894, 0.830387,-2.35342
6.09, 2.42275, -0.806853,2.36587,9.57725, 0.806853,-2.36587
6.1, 2.41468, -0.783194,2.37797,9.58532, 0.783194,-2.37797
6.11, 2.40685, -0.759415,2.38972,9.59315, 0.759415,-2.38972
6.12, 2.39926, -0.735517,2.40111,9.60074, 0.735517,-2.40111
6.13, 2.3919, -0.711506,2.41215,9.6081, 0.711506,-2.41215
6.14, 2.38479, -0.687385,2.42282,9.61521, 0.687385,-2.42282
6.15, 2.37791, -0.663157,2.43313,9.62209, 0.663157,-2.43313
6.16, 2.37128, -0.638825,2.44308,9.62872, 0.638825,-2.44308
6.17, 2.36489, -0.614395,2.45266,9.63511, 0.614394,-2.45266
6.18, 2.35875, -0.589868,2.46188,9.64125, 0.589868,-2.46188
6.19, 2.35285, -0.565249,2.47072,9.64715, 0.565249,-2.47072
6.2, 2.3472, -0.540542,2.4792,9.6528, 0.540542,-2.4792
6.21, 2.34179, -0.51575,2.48731,9.65821, 0.51575,-2.48731
6.22, 2.33664, -0.490877,2.49505,9.66336, 0.490877,-2.49505
6.23, 2.33173, -0.465926,2.50241,9.66827, 0.465926,-2.50241
6.24, 2.32707, -0.440902,2.5094,9.67293, 0.440902,-2.5094
6.25, 2.32266, -0.415808,2.51601,9.67734, 0.415808,-2.51601
6.26, 2.3185, -0.390648,2.52225,9.6815, 0.390648,-2.52225
6.27, 2.31459, -0.365426,2.52811,9.68541, 0.365426,-2.52811
6.28, 2.31094, -0.340144,2.53359,9.68906, 0.340144,-2.53359
6.29, 2.30754, -0.314809,2.53869,9.69246, 0.314809,-2.53869
6.3, 2.30439, -0.289422,2.54342,9.69561, 0.289422,-2.54342
6.31, 2.3015, -0.263988,2.54776,9.6985, 0.263987,-2.54776
6.32, 2.29886, -0.23851,2.55172,9.70114, 0.23851,-2.55172
6.33, 2.29647, -0.212993,2.55529,9.70353, 0.212993,-2.55529
6.34, 2.29434, -0.18744,2.55849,9.70566, 0.18744,-2.55849
6.35, 2.29247, -0.161855,2.5613,9.70753, 0.161855,-2.5613
6.36, 2.29085, -0.136242,2.56373,9.70915, 0.136242,-2.56373
6.37, 2.28949, -0.110605,2.56577,9.71051, 0.110605,-2.56577
6.38, 2.28838, -0.0849469,2.56743,9.71162, 0.0849469,-2.56743
6.39, 2.28753, -0.0592726,2.56871,9.71247, 0.0592726,-2.56871
6.4, 2.28694, -0.0335856,2.56959,9.71306, 0.0335856,-2.56959
6.41, 2.2866, -0.00788963,2.5701,9.7134, 0.00788961,-2.5701
6.42, 2.28652, 0.0178113,2.57022,9.71348, -0.0178114,-2.57022
6.43, 2.2867, 0.0435135,2.56995,9.7133, -0.0435135,-2.56995
6.44, 2.28714, 0.069213,2.5693,9.71286, -0.069213,-2.5693
6.45, 2.28783, 0.094906,2.56826,9.71217, -0.094906,-2.56826
6.46, 2.28878, 0.120589,2.56683,9.71122, -0.120589,-2.56683
6.47, 2.28998, 0.146257,2.56503,9.71002, -0.146257,-2.56503
6.48, 2.29145, 0.171907,2.56283,9.70855, -0.171907,-2.56283
6.49, 2.29316, 0.197535,2.56025,9.70684, -0.197535,-2.56025
6.5, 2.29514, 0.223138,2.55729,9.70486, -0.223138,-2.55729
6.51, 2.29737, 0.248711,2.55394,9.70263, -0.248711,-2.55394
6.52, 2.29986, 0.27425,2.55021,9.70014, -0.27425,-2.55021
6.53, 2.3026, 0.299752,2.5461,9.6974, -0.299752,-2.5461
6.54, 2.3056, 0.325213,2.5416,9.6944, -0.325213,-2.5416
6.55, 2.30885, 0.350629,2.53672,9.69115, -0.350629,-2.53672
6.56, 2.31236, 0.375997,2.53146,9.68764, -0.375997,-2.53146
6.57, 2.31612, 0.401311,2.52583,9.68388, -0.401311,-2.52583
6.58, 2.32013, 0.42657,2.51981,9.67987, -0.42657,-2.51981
6.59, 2.3244, 0.451768,2.51341,9.6756, -0.451768,-2.51341
6.6, 2.32891, 0.476902,2.50663,9.67109, -0.476902,-2.50663
6.61, 2.33368, 0.501968,2.49948,9.66632, -0.501968,-2.49948
6.62, 2.3387, 0.526963,2.49195,9.6613, -0.526963,-2.49195
6.63, 2.34397, 0.551882,2.48404,9.65603, -0.551882,-2.48404
6.64, 2.34949, 0.576723,2.47576,9.65051, -0.576723,-2.47576
6.65, 2.35526, 0.60148,2.46711,9.64474, -0.60148,-2.46711
6.66, 2.36127, 0.626152,2.45809,9.63873, -0.626152,-2.45809
6.67, 2.36753, 0.650732,2.4487,9.63247, -0.650732,-2.4487
6.68, 2.37404, 0.675219,2.43894,9.62596, -0.675219,-2.43894
6.69, 2.38079, 0.699609,2.42881,9.61921, -0.699609,-2.42881
6.7, 2.38779, 0.723897,2.41832,9.61221, -0.723897,-2.41832
6.71, 2.39503, 0.74808,2.40746,9.60497, -0.74808,-2.40746
6.72, 2.40251, 0.772155,2.39624,9.59749, -0.772155,-2.39624
6.73, 2.41023, 0.796117,2.38465,9.58977, -0.796117,-2.38465
6.74, 2.41819, 0.819964,2.37271,9.58181, -0.819964,-2.37271
6.75, 2.42639, 0.843691,2.36041,9.57361, -0.843691,-2.36041
6.76, 2.43483, 0.867295,2.34776,9.56517, -0.867295,-2.34776
6.77, 2.4435, 0.890772,2.33475,9.5565, -0.890772,-2.33475
6.78, 2.45241, 0.91412,2.32139,9.54759, -0.91412,-2.32139
6.79, 2.46155, 0.937334,2.30767,9.53845, -0.937334,-2.30767
6.8, 2.47092, 0.96041,2.29361,9.52908, -0.96041,-2.29361
6.81, 2.48053, 0.983347,2.27921,9.51947, -0.983347,-2.27921
6.82, 2.49036, 1.00614,2.26446,9.50964, -1.00614,-2.26446
6.83, 2.50042, 1.02878,2.24937,9.49958, -1.02878,-2.24937
6.84, 2.51071, 1.05128,2.23393,9.48929, -1.05128,-2.23393
6.85, 2.52122, 1.07362,2.21817,9.47878, -1.07362,-2.21817
6.86, 2.53196, 1.0958,2.20206,9.46804, -1.0958,-2.20206
6.87, 2.54292, 1.11782,2.18562,9.45708, -1.11782,-2.18562
6.88, 2.5541, 1.13967,2.16886,9.4459, -1.13967,-2.16886
6.89, 2.56549, 1.16136,2.15176,9.43451, -1.16136,-2.15176
6.9, 2.57711, 1.18288,2.13434,9.42289, -1.18288,-2.13434
6.91, 2.58893, 1.20422,2.1166,9.41107, -1.20422,-2.1166
6.92, 2.60098, 1.22539,2.09853,9.39902, -1.22539,-2.09853
6.93, 2.61323, 1.24638,2.08015,9.38677, -1.24638,-2.08015
6.94, 2.62569, 1.26718,2.06146,9.37431, -1.26718,-2.06146
6.95, 2.63837, 1.28779,2.04245,9.36163, -1.28779,-2.04245
6.96, 2.65124, 1.30822,2.02313,9.34876, -1.30822,-2.02313
6.97, 2.66433, 1.32845,2.00351,9.33567, -1.32845,-2.00351
6.98, 2.67761, 1.34848,1.98358,9.32239, -1.34848,-1.98358
6.99, 2.6911, 1.36832,1.96336,9.3089, -1.36832,-1.96336
7, 2.70478, 1.38795,1.94283,9.29522, -1.38795,-1.94283
7.01, 2.71866, 1.40738,1.92201,9.28134, -1.40738,-1.92201
7.02, 2.73273, 1.4266,1.9009,9.26727, -1.4266,-1.9009
7.03, 2.747, 1.44561,1.8795,9.253, -1.44561,-1.8795
7.04, 2.76145, 1.4644,1.85782,9.23855, -1.4644,-1.85782
7.05, 2.7761, 1.48298,1.83585,9.2239, -1.48298,-1.83585
7.06, 2.79093, 1.50134,1.81361,9.20907, -1.50134,-1.81361
7.07, 2.80594, 1.51948,1.79109,9.19406, -1.51948,-1.79109
7.08, 2.82114, 1.53739,1.7683,9.17886, -1.53739,-1.7683
7.09, 2.83651, 1.55507,1.74523,9.16349, -1.55507,-1.74523
7.1, 2.85206, 1.57252,1.72191,9.14794, -1.57252,-1.72191
7.11, 2.86779, 1.58974,1.69832,9.13221, -1.58974,-1.69832
7.12, 2.88368, 1.60673,1.67447,9.11632, -1.60673,-1.67447
7.13, 2.89975, 1.62347,1.65037,9.10025, -1.62347,-1.65037
7.14, 2.91599, 1.63997,1.62602,9.08401, -1.63997,-1.62602
7.15, 2.93239, 1.65623,1.60142,9.06761, -1.65623,-1.60142
7.16, 2.94895, 1.67225,1.57658,9.05105, -1.67225,-1.57658
7.17, 2.96567, 1.68801,1.55149,9.03433, -1.68801,-1.55149
7.18, 2.98255, 1.70353,1.52617,9.01745, -1.70353,-1.52617
