4.01511e-28,1.59838e-27,1.91603e-27,1.84775e-27,1.14925e-27,9.58245e-28,2.44604e-28,9.4208e-30,4.98673e-32,3.58054e-35,3.48048e-39
9.72068e-28,2.33341e-27,2.08358e-27,2.5567e-27,1.94114e-27,9.55089e-28,1.90809e-28,7.02738e-30,3.69606e-32,2.6531e-35,2.58091e-39
1.35035e-27,2.50295e-27,1.51588e-27,1.34676e-27,1.2089e-27,5.23043e-28,8.47763e-29,3.00719e-30,1.65162e-32,1.26592e-35,1.32314e-39
1.19747e-27,1.98366e-27,9.30299e-28,1.62178e-27,2.2009e-27,1.42053e-27,3.03226e-28,1.18469e-29,6.74957e-32,5.29286e-35,5.6382e-39
1.31403e-27,2.21373e-27,1.18905e-27,1.99204e-27,2.22421e-27,1.04299e-27,2.10976e-28,8.3646e-30,4.79825e-32,3.7699e-35,4.01791e-39
1.93846e-27,2.59472e-27,1.01921e-27,7.42127e-28,9.56893e-28,2.74668e-28,2.60294e-29,8.31257e-31,4.6428e-33,3.63889e-36,3.87774e-40
4.01511e-28,1.59838e-27,1.91603e-27,1.84775e-27,1.14925e-27,9.58245e-28,2.44604e-28,9.4208e-30,4.98673e-32,3.58054e-35,3.48048e-39
9.72068e-28,2.33341e-27,2.08358e-27,2.5567e-27,1.94114e-27,9.55089e-28,1.90809e-28,7.02738e-30,3.69606e-32,2.6531e-35,2.58091e-39
1.35035e-27,2.50295e-27,1.51588e-27,1.34676e-27,1.2089e-27,5.23043e-28,8.47763e-29,3.00719e-30,1.65162e-32,1.26592e-35,1.32314e-39
1.19747e-27,1.98366e-27,9.30299e-28,1.62178e-27,2.2009e-27,1.42053e-27,3.03226e-28,1.18469e-29,6.74957e-32,5.29286e-35,5.6382e-39
1.31403e-27,2.21373e-27,1.18905e-27,1.99204e-27,2.22421e-27,1.04299e-27,2.10976e-28,8.3646e-30,4.79825e-32,3.7699e-35,4.01791e-39
1.93948e-27,2.59114e-27,1.01845e-27,7.42243e-28,9.52186e-28,2.71826e-28,2.56733e-29,8.16973e-31,4.54176e-33,3.54215e-36,3.75587e-40
4.01511e-28,1.59838e-27,1.91603e-27,1.84775e-27,1.14925e-27,9.58245e-28,2.44604e-28,9.4208e-30,4.98673e-32,3.58054e-35,3.48048e-39
9.72068e-28,2.33341e-27,2.08358e-27,2.5567e-27,1.94114e-27,9.55089e-28,1.90809e-28,7.02738e-30,3.69606e-32,2.6531e-35,2.58091e-39
