No iterations: 20000
Time (s), Position 1 (cm), Velocity 1 (cm s-1), Acceleration 1 (cm s-2), Position 2 (cm), Velocity 2 (cm s-1), Acceleration 2 (cm s-2)
0.5481, 0.93684, 0.946812,1.6623,2.06316, -0.946812,-1.6623
0.5482, 0.936935, 0.946978,1.65981,2.06307, -0.946978,-1.65981
0.5483, 0.93703, 0.947144,1.65731,2.06297, -0.947144,-1.65731
0.5484, 0.937124, 0.94731,1.65482,2.06288, -0.94731,-1.65482
0.5485, 0.937219, 0.947476,1.65233,2.06278, -0.947476,-1.65233
0.5486, 0.937314, 0.947641,1.64983,2.06269, -0.947641,-1.64983
0.5487, 0.937409, 0.947806,1.64734,2.06259, -0.947806,-1.64734
0.5488, 0.937503, 0.947971,1.64485,2.0625, -0.947971,-1.64485
0.5489, 0.937598, 0.948135,1.64235,2.0624, -0.948135,-1.64235
0.549, 0.937693, 0.948299,1.63985,2.06231, -0.948299,-1.63985
0.5491, 0.937788, 0.948463,1.63736,2.06221, -0.948463,-1.63736
0.5492, 0.937883, 0.948627,1.63486,2.06212, -0.948627,-1.63486
0.5493, 0.937978, 0.948791,1.63237,2.06202, -0.948791,-1.63237
0.5494, 0.938072, 0.948954,1.62987,2.06193, -0.948954,-1.62987
0.5495, 0.938167, 0.949117,1.62737,2.06183, -0.949117,-1.62737
0.5496, 0.938262, 0.949279,1.62487,2.06174, -0.949279,-1.62487
0.5497, 0.938357, 0.949442,1.62238,2.06164, -0.949442,-1.62238
0.5498, 0.938452, 0.949604,1.61988,2.06155, -0.949604,-1.61988
0.5499, 0.938547, 0.949766,1.61738,2.06145, -0.949766,-1.61737
0.55, 0.938642, 0.949928,1.61488,2.06136, -0.949928,-1.61488
0.5501, 0.938737, 0.950089,1.61238,2.06126, -0.950089,-1.61237
0.5502, 0.938832, 0.950251,1.60988,2.06117, -0.950251,-1.60988
0.5503, 0.938927, 0.950412,1.60738,2.06107, -0.950412,-1.60737
0.5504, 0.939022, 0.950572,1.60487,2.06098, -0.950572,-1.60487
0.5505, 0.939117, 0.950733,1.60237,2.06088, -0.950733,-1.60237
0.5506, 0.939212, 0.950893,1.59987,2.06079, -0.950893,-1.59987
0.5507, 0.939307, 0.951053,1.59737,2.06069, -0.951053,-1.59736
0.5508, 0.939402, 0.951213,1.59486,2.0606, -0.951213,-1.59487
0.5509, 0.939498, 0.951372,1.59236,2.0605, -0.951372,-1.59236
0.551, 0.939593, 0.951532,1.58986,2.06041, -0.951532,-1.58986
0.5511, 0.939688, 0.951691,1.58735,2.06031, -0.951691,-1.58735
0.5512, 0.939783, 0.951849,1.58485,2.06022, -0.951849,-1.58485
0.5513, 0.939878, 0.952008,1.58234,2.06012, -0.952008,-1.58234
0.5514, 0.939973, 0.952166,1.57984,2.06003, -0.952166,-1.57984
0.5515, 0.940069, 0.952324,1.57733,2.05993, -0.952324,-1.57733
0.5516, 0.940164, 0.952482,1.57482,2.05984, -0.952482,-1.57482
0.5517, 0.940259, 0.952639,1.57232,2.05974, -0.952639,-1.57231
0.5518, 0.940354, 0.952796,1.56981,2.05965, -0.952796,-1.56981
0.5519, 0.94045, 0.952953,1.5673,2.05955, -0.952953,-1.5673
0.552, 0.940545, 0.95311,1.56479,2.05946, -0.95311,-1.5648
0.5521, 0.94064, 0.953267,1.56229,2.05936, -0.953267,-1.56229
0.5522, 0.940736, 0.953423,1.55978,2.05926, -0.953423,-1.55978
0.5523, 0.940831, 0.953579,1.55727,2.05917, -0.953579,-1.55727
0.5524, 0.940926, 0.953735,1.55476,2.05907, -0.953735,-1.55476
0.5525, 0.941022, 0.95389,1.55225,2.05898, -0.95389,-1.55225
0.5526, 0.941117, 0.954045,1.54974,2.05888, -0.954045,-1.54974
0.5527, 0.941212, 0.9542,1.54723,2.05879, -0.9542,-1.54723
0.5528, 0.941308, 0.954355,1.54471,2.05869, -0.954355,-1.54472
0.5529, 0.941403, 0.954509,1.5422,2.0586, -0.954509,-1.5422
0.553, 0.941499, 0.954664,1.53969,2.0585, -0.954664,-1.53969
0.5531, 0.941594, 0.954818,1.53718,2.05841, -0.954818,-1.53718
0.5532, 0.94169, 0.954971,1.53466,2.05831, -0.954971,-1.53466
0.5533, 0.941785, 0.955125,1.53215,2.05821, -0.955125,-1.53215
0.5534, 0.941881, 0.955278,1.52964,2.05812, -0.955278,-1.52964
0.5535, 0.941976, 0.955431,1.52712,2.05802, -0.955431,-1.52712
0.5536, 0.942072, 0.955584,1.52461,2.05793, -0.955584,-1.52461
0.5537, 0.942167, 0.955736,1.5221,2.05783, -0.955736,-1.5221
0.5538, 0.942263, 0.955888,1.51958,2.05774, -0.955888,-1.51958
0.5539, 0.942359, 0.95604,1.51706,2.05764, -0.95604,-1.51706
0.554, 0.942454, 0.956192,1.51455,2.05755, -0.956192,-1.51455
0.5541, 0.94255, 0.956343,1.51203,2.05745, -0.956343,-1.51203
0.5542, 0.942645, 0.956495,1.50951,2.05735, -0.956495,-1.50951
0.5543, 0.942741, 0.956646,1.507,2.05726, -0.956646,-1.507
0.5544, 0.942837, 0.956796,1.50448,2.05716, -0.956796,-1.50448
0.5545, 0.942932, 0.956947,1.50196,2.05707, -0.956947,-1.50196
0.5546, 0.943028, 0.957097,1.49944,2.05697, -0.957097,-1.49944
0.5547, 0.943124, 0.957247,1.49692,2.05688, -0.957247,-1.49692
0.5548, 0.943219, 0.957397,1.4944,2.05678, -0.957397,-1.4944
0.5549, 0.943315, 0.957546,1.49188,2.05668, -0.957546,-1.49188
0.555, 0.943411, 0.957695,1.48936,2.05659, -0.957695,-1.48937
0.5551, 0.943507, 0.957844,1.48684,2.05649, -0.957844,-1.48684
0.5552, 0.943603, 0.957993,1.48432,2.0564, -0.957993,-1.48432
0.5553, 0.943698, 0.958141,1.4818,2.0563, -0.958141,-1.4818
0.5554, 0.943794, 0.958289,1.47928,2.05621, -0.958289,-1.47928
0.5555, 0.94389, 0.958437,1.47676,2.05611, -0.958437,-1.47675
0.5556, 0.943986, 0.958585,1.47423,2.05601, -0.958585,-1.47423
0.5557, 0.944082, 0.958732,1.47171,2.05592, -0.958732,-1.47171
0.5558, 0.944178, 0.95888,1.46919,2.05582, -0.95888,-1.46919
0.5559, 0.944273, 0.959027,1.46666,2.05573, -0.959027,-1.46666
0.556, 0.944369, 0.959173,1.46414,2.05563, -0.959173,-1.46414
0.5561, 0.944465, 0.95932,1.46162,2.05553, -0.95932,-1.46162
0.5562, 0.944561, 0.959466,1.45909,2.05544, -0.959466,-1.45909
0.5563, 0.944657, 0.959612,1.45657,2.05534, -0.959612,-1.45657
0.5564, 0.944753, 0.959757,1.45404,2.05525, -0.959757,-1.45404
0.5565, 0.944849, 0.959903,1.45151,2.05515, -0.959903,-1.45152
0.5566, 0.944945, 0.960048,1.44899,2.05505, -0.960048,-1.44899
0.5567, 0.945041, 0.960193,1.44646,2.05496, -0.960193,-1.44646
0.5568, 0.945137, 0.960337,1.44393,2.05486, -0.960337,-1.44394
0.5569, 0.945233, 0.960482,1.44141,2.05477, -0.960482,-1.44141
0.557, 0.945329, 0.960626,1.43888,2.05467, -0.960626,-1.43888
0.5571, 0.945425, 0.96077,1.43635,2.05457, -0.96077,-1.43635
0.5572, 0.945521, 0.960914,1.43382,2.05448, -0.960914,-1.43382
0.5573, 0.945617, 0.961057,1.43129,2.05438, -0.961057,-1.43129
0.5574, 0.945714, 0.9612,1.42876,2.05429, -0.9612,-1.42876
0.5575, 0.94581, 0.961343,1.42623,2.05419, -0.961343,-1.42623
0.5576, 0.945906, 0.961486,1.4237,2.05409, -0.961486,-1.42371
0.5577, 0.946002, 0.961628,1.42117,2.054, -0.961628,-1.42117
0.5578, 0.946098, 0.96177,1.41864,2.0539, -0.96177,-1.41864
0.5579, 0.946194, 0.961912,1.41611,2.05381, -0.961912,-1.41611
0.558, 0.94629, 0.962054,1.41358,2.05371, -0.962054,-1.41358
0.5581, 0.946387, 0.962195,1.41105,2.05361, -0.962195,-1.41105
0.5582, 0.946483, 0.962336,1.40851,2.05352, -0.962336,-1.40851
0.5583, 0.946579, 0.962477,1.40598,2.05342, -0.962477,-1.40598
0.5584, 0.946675, 0.962617,1.40345,2.05332, -0.962617,-1.40345
0.5585, 0.946772, 0.962758,1.40091,2.05323, -0.962758,-1.40091
0.5586, 0.946868, 0.962898,1.39838,2.05313, -0.962898,-1.39838
0.5587, 0.946964, 0.963038,1.39585,2.05304, -0.963038,-1.39584
0.5588, 0.94706, 0.963177,1.39331,2.05294, -0.963177,-1.39331
0.5589, 0.947157, 0.963317,1.39078,2.05284, -0.963317,-1.39077
0.559, 0.947253, 0.963456,1.38824,2.05275, -0.963456,-1.38824
0.5591, 0.947349, 0.963595,1.38571,2.05265, -0.963595,-1.3857
0.5592, 0.947446, 0.963733,1.38317,2.05255, -0.963733,-1.38317
0.5593, 0.947542, 0.963871,1.38063,2.05246, -0.963871,-1.38063
0.5594, 0.947639, 0.964009,1.3781,2.05236, -0.964009,-1.3781
0.5595, 0.947735, 0.964147,1.37556,2.05226, -0.964147,-1.37556
0.5596, 0.947831, 0.964285,1.37302,2.05217, -0.964285,-1.37302
0.5597, 0.947928, 0.964422,1.37048,2.05207, -0.964422,-1.37048
0.5598, 0.948024, 0.964559,1.36795,2.05198, -0.964559,-1.36795
0.5599, 0.948121, 0.964696,1.36541,2.05188, -0.964696,-1.3654
0.56, 0.948217, 0.964833,1.36287,2.05178, -0.964833,-1.36287
0.5601, 0.948314, 0.964969,1.36033,2.05169, -0.964969,-1.36033
0.5602, 0.94841, 0.965105,1.35779,2.05159, -0.965105,-1.35779
0.5603, 0.948507, 0.965241,1.35525,2.05149, -0.965241,-1.35525
0.5604, 0.948603, 0.965376,1.35271,2.0514, -0.965376,-1.35271
0.5605, 0.9487, 0.965511,1.35017,2.0513, -0.965511,-1.35017
0.5606, 0.948796, 0.965646,1.34763,2.0512, -0.965646,-1.34763
0.5607, 0.948893, 0.965781,1.34509,2.05111, -0.965781,-1.34509
0.5608, 0.948989, 0.965916,1.34254,2.05101, -0.965916,-1.34255
0.5609, 0.949086, 0.96605,1.34,2.05091, -0.96605,-1.34
0.561, 0.949183, 0.966184,1.33746,2.05082, -0.966184,-1.33746
0.5611, 0.949279, 0.966318,1.33492,2.05072, -0.966318,-1.33492
0.5612, 0.949376, 0.966451,1.33237,2.05062, -0.966451,-1.33237
0.5613, 0.949473, 0.966584,1.32983,2.05053, -0.966584,-1.32983
0.5614, 0.949569, 0.966717,1.32728,2.05043, -0.966717,-1.32728
0.5615, 0.949666, 0.96685,1.32474,2.05033, -0.96685,-1.32474
0.5616, 0.949763, 0.966983,1.3222,2.05024, -0.966983,-1.3222
0.5617, 0.949859, 0.967115,1.31965,2.05014, -0.967115,-1.31965
0.5618, 0.949956, 0.967247,1.31711,2.05004, -0.967247,-1.31711
0.5619, 0.950053, 0.967379,1.31456,2.04995, -0.967379,-1.31456
0.562, 0.950149, 0.96751,1.31201,2.04985, -0.96751,-1.31201
0.5621, 0.950246, 0.967641,1.30947,2.04975, -0.967641,-1.30947
0.5622, 0.950343, 0.967772,1.30692,2.04966, -0.967772,-1.30692
0.5623, 0.95044, 0.967903,1.30437,2.04956, -0.967903,-1.30438
0.5624, 0.950537, 0.968033,1.30183,2.04946, -0.968033,-1.30183
0.5625, 0.950633, 0.968163,1.29928,2.04937, -0.968163,-1.29928
0.5626, 0.95073, 0.968293,1.29673,2.04927, -0.968293,-1.29673
0.5627, 0.950827, 0.968423,1.29418,2.04917, -0.968423,-1.29418
0.5628, 0.950924, 0.968552,1.29163,2.04908, -0.968552,-1.29163
0.5629, 0.951021, 0.968682,1.28908,2.04898, -0.968682,-1.28908
0.563, 0.951118, 0.968811,1.28654,2.04888, -0.968811,-1.28654
0.5631, 0.951214, 0.968939,1.28398,2.04879, -0.968939,-1.28399
0.5632, 0.951311, 0.969068,1.28143,2.04869, -0.969068,-1.28143
0.5633, 0.951408, 0.969196,1.27889,2.04859, -0.969196,-1.27889
0.5634, 0.951505, 0.969324,1.27633,2.04849, -0.969324,-1.27633
0.5635, 0.951602, 0.969451,1.27378,2.0484, -0.969451,-1.27378
0.5636, 0.951699, 0.969579,1.27123,2.0483, -0.969579,-1.27123
0.5637, 0.951796, 0.969706,1.26868,2.0482, -0.969706,-1.26868
0.5638, 0.951893, 0.969833,1.26613,2.04811, -0.969833,-1.26613
0.5639, 0.95199, 0.969959,1.26357,2.04801, -0.969959,-1.26358
0.564, 0.952087, 0.970086,1.26102,2.04791, -0.970086,-1.26102
0.5641, 0.952184, 0.970212,1.25847,2.04782, -0.970212,-1.25847
0.5642, 0.952281, 0.970338,1.25591,2.04772, -0.970338,-1.25591
0.5643, 0.952378, 0.970463,1.25336,2.04762, -0.970463,-1.25336
0.5644, 0.952475, 0.970588,1.25081,2.04752, -0.970588,-1.25081
0.5645, 0.952572, 0.970714,1.24825,2.04743, -0.970714,-1.24825
0.5646, 0.952669, 0.970838,1.2457,2.04733, -0.970838,-1.2457
0.5647, 0.952766, 0.970963,1.24314,2.04723, -0.970963,-1.24314
0.5648, 0.952863, 0.971087,1.24059,2.04714, -0.971087,-1.24058
0.5649, 0.95296, 0.971211,1.23803,2.04704, -0.971211,-1.23803
0.565, 0.953058, 0.971335,1.23548,2.04694, -0.971335,-1.23548
0.5651, 0.953155, 0.971459,1.23292,2.04685, -0.971459,-1.23292
0.5652, 0.953252, 0.971582,1.23036,2.04675, -0.971582,-1.23036
0.5653, 0.953349, 0.971705,1.22781,2.04665, -0.971705,-1.2278
0.5654, 0.953446, 0.971828,1.22525,2.04655, -0.971828,-1.22525
0.5655, 0.953543, 0.97195,1.22269,2.04646, -0.97195,-1.22269
0.5656, 0.953641, 0.972073,1.22013,2.04636, -0.972073,-1.22013
0.5657, 0.953738, 0.972195,1.21757,2.04626, -0.972195,-1.21757
0.5658, 0.953835, 0.972316,1.21501,2.04617, -0.972316,-1.21501
0.5659, 0.953932, 0.972438,1.21245,2.04607, -0.972438,-1.21245
0.566, 0.954029, 0.972559,1.2099,2.04597, -0.972559,-1.20989
0.5661, 0.954127, 0.97268,1.20734,2.04587, -0.97268,-1.20734
0.5662, 0.954224, 0.972801,1.20478,2.04578, -0.972801,-1.20478
0.5663, 0.954321, 0.972921,1.20222,2.04568, -0.972921,-1.20222
0.5664, 0.954419, 0.973042,1.19966,2.04558, -0.973042,-1.19965
0.5665, 0.954516, 0.973161,1.19709,2.04548, -0.973161,-1.19709
0.5666, 0.954613, 0.973281,1.19453,2.04539, -0.973281,-1.19453
0.5667, 0.954711, 0.973401,1.19197,2.04529, -0.973401,-1.19197
0.5668, 0.954808, 0.97352,1.18941,2.04519, -0.97352,-1.18941
0.5669, 0.954905, 0.973639,1.18685,2.04509, -0.973639,-1.18685
0.567, 0.955003, 0.973757,1.18429,2.045, -0.973757,-1.18429
0.5671, 0.9551, 0.973876,1.18172,2.0449, -0.973876,-1.18173
0.5672, 0.955197, 0.973994,1.17916,2.0448, -0.973994,-1.17916
0.5673, 0.955295, 0.974112,1.1766,2.04471, -0.974112,-1.1766
0.5674, 0.955392, 0.97423,1.17403,2.04461, -0.97423,-1.17403
0.5675, 0.95549, 0.974347,1.17147,2.04451, -0.974347,-1.17147
0.5676, 0.955587, 0.974464,1.1689,2.04441, -0.974464,-1.16891
0.5677, 0.955684, 0.974581,1.16634,2.04432, -0.974581,-1.16634
0.5678, 0.955782, 0.974698,1.16377,2.04422, -0.974698,-1.16377
0.5679, 0.955879, 0.974814,1.16121,2.04412, -0.974814,-1.16121
0.568, 0.955977, 0.97493,1.15864,2.04402, -0.97493,-1.15864
0.5681, 0.956074, 0.975046,1.15608,2.04393, -0.975046,-1.15608
0.5682, 0.956172, 0.975162,1.15351,2.04383, -0.975162,-1.15351
0.5683, 0.956269, 0.975277,1.15094,2.04373, -0.975277,-1.15095
0.5684, 0.956367, 0.975392,1.14838,2.04363, -0.975392,-1.14838
0.5685, 0.956464, 0.975507,1.14581,2.04354, -0.975507,-1.14581
0.5686, 0.956562, 0.975622,1.14324,2.04344, -0.975622,-1.14324
0.5687, 0.95666, 0.975736,1.14067,2.04334, -0.975736,-1.14067
0.5688, 0.956757, 0.97585,1.13811,2.04324, -0.97585,-1.13811
0.5689, 0.956855, 0.975964,1.13554,2.04315, -0.975964,-1.13554
0.569, 0.956952, 0.976077,1.13297,2.04305, -0.976077,-1.13297
0.5691, 0.95705, 0.976191,1.1304,2.04295, -0.976191,-1.1304
0.5692, 0.957148, 0.976304,1.12783,2.04285, -0.976304,-1.12783
0.5693, 0.957245, 0.976416,1.12526,2.04275, -0.976416,-1.12526
0.5694, 0.957343, 0.976529,1.12269,2.04266, -0.976529,-1.12269
0.5695, 0.95744, 0.976641,1.12012,2.04256, -0.976641,-1.12012
0.5696, 0.957538, 0.976753,1.11755,2.04246, -0.976753,-1.11755
0.5697, 0.957636, 0.976865,1.11498,2.04236, -0.976865,-1.11498
0.5698, 0.957733, 0.976976,1.11241,2.04227, -0.976976,-1.11241
0.5699, 0.957831, 0.977088,1.10984,2.04217, -0.977088,-1.10984
0.57, 0.957929, 0.977199,1.10727,2.04207, -0.977199,-1.10727
0.5701, 0.958027, 0.977309,1.1047,2.04197, -0.977309,-1.10469
0.5702, 0.958124, 0.97742,1.10212,2.04188, -0.97742,-1.10212
0.5703, 0.958222, 0.97753,1.09955,2.04178, -0.97753,-1.09955
0.5704, 0.95832, 0.97764,1.09698,2.04168, -0.97764,-1.09698
0.5705, 0.958418, 0.97775,1.0944,2.04158, -0.97775,-1.0944
0.5706, 0.958515, 0.977859,1.09183,2.04148, -0.977859,-1.09183
0.5707, 0.958613, 0.977968,1.08926,2.04139, -0.977968,-1.08926
0.5708, 0.958711, 0.978077,1.08668,2.04129, -0.978077,-1.08669
0.5709, 0.958809, 0.978186,1.08411,2.04119, -0.978186,-1.08411
0.571, 0.958907, 0.978294,1.08153,2.04109, -0.978294,-1.08153
0.5711, 0.959004, 0.978403,1.07896,2.041, -0.978403,-1.07896
0.5712, 0.959102, 0.97851,1.07639,2.0409, -0.97851,-1.07639
0.5713, 0.9592, 0.978618,1.07381,2.0408, -0.978618,-1.07381
0.5714, 0.959298, 0.978725,1.07124,2.0407, -0.978725,-1.07124
0.5715, 0.959396, 0.978833,1.06866,2.0406, -0.978833,-1.06866
0.5716, 0.959494, 0.978939,1.06608,2.04051, -0.978939,-1.06608
0.5717, 0.959592, 0.979046,1.06351,2.04041, -0.979046,-1.06351
0.5718, 0.95969, 0.979152,1.06093,2.04031, -0.979152,-1.06093
0.5719, 0.959787, 0.979259,1.05835,2.04021, -0.979259,-1.05835
0.572, 0.959885, 0.979364,1.05578,2.04011, -0.979364,-1.05578
0.5721, 0.959983, 0.97947,1.0532,2.04002, -0.97947,-1.0532
0.5722, 0.960081, 0.979575,1.05062,2.03992, -0.979575,-1.05062
0.5723, 0.960179, 0.97968,1.04804,2.03982, -0.97968,-1.04804
0.5724, 0.960277, 0.979785,1.04546,2.03972, -0.979785,-1.04547
0.5725, 0.960375, 0.97989,1.04289,2.03962, -0.97989,-1.04289
0.5726, 0.960473, 0.979994,1.04031,2.03953, -0.979994,-1.04031
0.5727, 0.960571, 0.980098,1.03773,2.03943, -0.980098,-1.03773
0.5728, 0.960669, 0.980202,1.03515,2.03933, -0.980202,-1.03515
0.5729, 0.960767, 0.980305,1.03257,2.03923, -0.980305,-1.03256
0.573, 0.960865, 0.980409,1.02999,2.03913, -0.980409,-1.02999
0.5731, 0.960963, 0.980512,1.02741,2.03904, -0.980512,-1.02741
0.5732, 0.961061, 0.980614,1.02483,2.03894, -0.980614,-1.02483
0.5733, 0.961159, 0.980717,1.02224,2.03884, -0.980717,-1.02225
0.5734, 0.961257, 0.980819,1.01966,2.03874, -0.980819,-1.01966
0.5735, 0.961355, 0.980921,1.01708,2.03864, -0.980921,-1.01708
0.5736, 0.961454, 0.981023,1.0145,2.03855, -0.981023,-1.0145
0.5737, 0.961552, 0.981124,1.01192,2.03845, -0.981124,-1.01192
0.5738, 0.96165, 0.981225,1.00934,2.03835, -0.981225,-1.00933
0.5739, 0.961748, 0.981326,1.00675,2.03825, -0.981326,-1.00676
0.574, 0.961846, 0.981427,1.00417,2.03815, -0.981427,-1.00417
0.5741, 0.961944, 0.981527,1.00159,2.03806, -0.981527,-1.00159
0.5742, 0.962042, 0.981627,0.999006,2.03796, -0.981627,-0.999006
0.5743, 0.962141, 0.981727,0.996421,2.03786, -0.981727,-0.996421
0.5744, 0.962239, 0.981827,0.993838,2.03776, -0.981827,-0.993835
0.5745, 0.962337, 0.981926,0.991255,2.03766, -0.981926,-0.991256
0.5746, 0.962435, 0.982026,0.98867,2.03756, -0.982026,-0.988671
0.5747, 0.962533, 0.982124,0.986086,2.03747, -0.982124,-0.986086
0.5748, 0.962631, 0.982223,0.9835,2.03737, -0.982223,-0.9835
0.5749, 0.96273, 0.982321,0.980915,2.03727, -0.982321,-0.980915
0.575, 0.962828, 0.982419,0.97833,2.03717, -0.982419,-0.97833
0.5751, 0.962926, 0.982517,0.975745,2.03707, -0.982517,-0.975745
0.5752, 0.963024, 0.982615,0.973159,2.03698, -0.982615,-0.973159
0.5753, 0.963123, 0.982712,0.970573,2.03688, -0.982712,-0.970574
0.5754, 0.963221, 0.982809,0.967986,2.03678, -0.982809,-0.967983
0.5755, 0.963319, 0.982906,0.965398,2.03668, -0.982906,-0.965397
0.5756, 0.963418, 0.983003,0.962812,2.03658, -0.983003,-0.962812
0.5757, 0.963516, 0.983099,0.960226,2.03648, -0.983099,-0.960227
0.5758, 0.963614, 0.983195,0.957636,2.03639, -0.983195,-0.957635
0.5759, 0.963712, 0.983291,0.95505,2.03629, -0.983291,-0.95505
0.576, 0.963811, 0.983386,0.952462,2.03619, -0.983386,-0.952465
0.5761, 0.963909, 0.983481,0.949873,2.03609, -0.983481,-0.949873
0.5762, 0.964007, 0.983576,0.947285,2.03599, -0.983576,-0.947288
0.5763, 0.964106, 0.983671,0.944696,2.03589, -0.983671,-0.944696
0.5764, 0.964204, 0.983766,0.942108,2.0358, -0.983766,-0.942105
0.5765, 0.964303, 0.98386,0.939519,2.0357, -0.98386,-0.939519
0.5766, 0.964401, 0.983954,0.936929,2.0356, -0.983954,-0.936928
0.5767, 0.964499, 0.984047,0.93434,2.0355, -0.984047,-0.934336
0.5768, 0.964598, 0.984141,0.93175,2.0354, -0.984141,-0.931751
0.5769, 0.964696, 0.984234,0.92916,2.0353, -0.984234,-0.92916
0.577, 0.964795, 0.984327,0.926569,2.03521, -0.984327,-0.926568
0.5771, 0.964893, 0.98442,0.923977,2.03511, -0.98442,-0.923976
0.5772, 0.964991, 0.984512,0.921388,2.03501, -0.984512,-0.921385
0.5773, 0.96509, 0.984604,0.918797,2.03491, -0.984604,-0.918793
0.5774, 0.965188, 0.984696,0.916205,2.03481, -0.984696,-0.916202
0.5775, 0.965287, 0.984788,0.913613,2.03471, -0.984788,-0.91361
0.5776, 0.965385, 0.984879,0.911022,2.03461, -0.984879,-0.911019
0.5777, 0.965484, 0.98497,0.908428,2.03452, -0.98497,-0.908427
0.5778, 0.965582, 0.985061,0.905836,2.03442, -0.985061,-0.905836
0.5779, 0.965681, 0.985152,0.903244,2.03432, -0.985152,-0.903244
0.578, 0.965779, 0.985242,0.900652,2.03422, -0.985242,-0.900653
0.5781, 0.965878, 0.985332,0.898058,2.03412, -0.985332,-0.898061
0.5782, 0.965976, 0.985422,0.895464,2.03402, -0.985422,-0.895463
0.5783, 0.966075, 0.985511,0.892872,2.03393, -0.985511,-0.892872
0.5784, 0.966173, 0.985601,0.890279,2.03383, -0.985601,-0.89028
0.5785, 0.966272, 0.98569,0.887683,2.03373, -0.98569,-0.887682
0.5786, 0.966371, 0.985778,0.88509,2.03363, -0.985778,-0.885091
0.5787, 0.966469, 0.985867,0.882496,2.03353, -0.985867,-0.882493
0.5788, 0.966568, 0.985955,0.879901,2.03343, -0.985955,-0.879901
0.5789, 0.966666, 0.986043,0.877304,2.03333, -0.986043,-0.877304
0.579, 0.966765, 0.986131,0.874711,2.03324, -0.986131,-0.874712
0.5791, 0.966864, 0.986218,0.872115,2.03314, -0.986218,-0.872114
0.5792, 0.966962, 0.986306,0.86952,2.03304, -0.986306,-0.869516
0.5793, 0.967061, 0.986392,0.866924,2.03294, -0.986392,-0.866925
0.5794, 0.967159, 0.986479,0.864327,2.03284, -0.986479,-0.864327
0.5795, 0.967258, 0.986566,0.86173,2.03274, -0.986566,-0.861729
0.5796, 0.967357, 0.986652,0.859135,2.03264, -0.986652,-0.859138
0.5797, 0.967455, 0.986738,0.856539,2.03254, -0.986738,-0.85654
0.5798, 0.967554, 0.986823,0.853941,2.03245, -0.986823,-0.853942
0.5799, 0.967653, 0.986909,0.851344,2.03235, -0.986909,-0.851344
0.58, 0.967752, 0.986994,0.848746,2.03225, -0.986994,-0.848746
0.5801, 0.96785, 0.987079,0.846149,2.03215, -0.987079,-0.846149
0.5802, 0.967949, 0.987163,0.843551,2.03205, -0.987163,-0.843551
0.5803, 0.968048, 0.987248,0.840953,2.03195, -0.987248,-0.840953
0.5804, 0.968146, 0.987332,0.838355,2.03185, -0.987332,-0.838355
0.5805, 0.968245, 0.987416,0.835757,2.03175, -0.987416,-0.835757
0.5806, 0.968344, 0.987499,0.833156,2.03166, -0.987499,-0.83316
0.5807, 0.968443, 0.987583,0.830559,2.03156, -0.987583,-0.830555
0.5808, 0.968541, 0.987666,0.827958,2.03146, -0.987666,-0.827958
0.5809, 0.96864, 0.987748,0.82536,2.03136, -0.987748,-0.82536
0.581, 0.968739, 0.987831,0.822761,2.03126, -0.987831,-0.822762
0.5811, 0.968838, 0.987913,0.820159,2.03116, -0.987913,-0.820158
0.5812, 0.968936, 0.987995,0.81756,2.03106, -0.987995,-0.81756
0.5813, 0.969035, 0.988077,0.814959,2.03096, -0.988077,-0.814962
0.5814, 0.969134, 0.988158,0.812359,2.03087, -0.988158,-0.812358
0.5815, 0.969233, 0.98824,0.809759,2.03077, -0.98824,-0.80976
0.5816, 0.969332, 0.988321,0.807157,2.03067, -0.988321,-0.807156
0.5817, 0.969431, 0.988401,0.804558,2.03057, -0.988401,-0.804558
0.5818, 0.969529, 0.988482,0.801954,2.03047, -0.988482,-0.801954
0.5819, 0.969628, 0.988562,0.799353,2.03037, -0.988562,-0.79935
0.582, 0.969727, 0.988642,0.796752,2.03027, -0.988642,-0.796752
0.5821, 0.969826, 0.988722,0.794149,2.03017, -0.988722,-0.794148
0.5822, 0.969925, 0.988801,0.791547,2.03008, -0.988801,-0.791544
0.5823, 0.970024, 0.98888,0.788946,2.02998, -0.98888,-0.788946
0.5824, 0.970123, 0.988959,0.786342,2.02988, -0.988959,-0.786342
0.5825, 0.970221, 0.989038,0.783739,2.02978, -0.989038,-0.783738
0.5826, 0.97032, 0.989116,0.781135,2.02968, -0.989116,-0.781134
0.5827, 0.970419, 0.989194,0.778533,2.02958, -0.989194,-0.77853
0.5828, 0.970518, 0.989272,0.775929,2.02948, -0.989272,-0.775932
0.5829, 0.970617, 0.98935,0.773327,2.02938, -0.98935,-0.773328
0.583, 0.970716, 0.989427,0.770723,2.02928, -0.989427,-0.770724
0.5831, 0.970815, 0.989504,0.768119,2.02918, -0.989504,-0.76812
0.5832, 0.970914, 0.989581,0.765515,2.02909, -0.989581,-0.765516
0.5833, 0.971013, 0.989657,0.762909,2.02899, -0.989657,-0.762912
0.5834, 0.971112, 0.989734,0.760304,2.02889, -0.989734,-0.760308
0.5835, 0.971211, 0.98981,0.7577,2.02879, -0.98981,-0.757697
0.5836, 0.97131, 0.989886,0.755094,2.02869, -0.989886,-0.755093
0.5837, 0.971409, 0.989961,0.752489,2.02859, -0.989961,-0.752489
