No iterations: 800
Time (s), Position 1 (cm), Velocity 1 (cm s-1), Acceleration 1 (cm s-2), Position 2 (cm), Velocity 2 (cm s-1), Acceleration 2 (cm s-2)
3.51, 2.58407, -2.5525,1.37389,7.76754, 0.412769,-1.15131
3.52, 2.55855, -2.53877,1.41218,7.77167, 0.401256,-1.1575
3.53, 2.53316, -2.52464,1.45026,7.77568, 0.389681,-1.16352
3.54, 2.50791, -2.51014,1.48813,7.77958, 0.378045,-1.16937
3.55, 2.48281, -2.49526,1.52578,7.78336, 0.366352,-1.17504
3.56, 2.45786, -2.48,1.56321,7.78702, 0.354601,-1.18053
3.57, 2.43306, -2.46437,1.60041,7.79057, 0.342796,-1.18585
3.58, 2.40841, -2.44837,1.63738,7.794, 0.330938,-1.19099
3.59, 2.38393, -2.43199,1.6741,7.79731, 0.319028,-1.19596
3.6, 2.35961, -2.41525,1.71058,7.8005, 0.307068,-1.20074
3.61, 2.33546, -2.39815,1.74681,7.80357, 0.295061,-1.20535
3.62, 2.31148, -2.38068,1.78278,7.80652, 0.283007,-1.20977
3.63, 2.28767, -2.36285,1.81849,7.80935, 0.270909,-1.21402
3.64, 2.26404, -2.34466,1.85394,7.81206, 0.258769,-1.21808
3.65, 2.2406, -2.32612,1.88911,7.81464, 0.246588,-1.22197
3.66, 2.21733, -2.30723,1.924,7.81711, 0.234369,-1.22566
3.67, 2.19426, -2.28799,1.95861,7.81945, 0.222112,-1.22918
3.68, 2.17138, -2.26841,1.99293,7.82167, 0.20982,-1.23251
3.69, 2.1487, -2.24848,2.02695,7.82377, 0.197495,-1.23566
3.7, 2.12621, -2.22821,2.06068,7.82575, 0.185139,-1.23862
3.71, 2.10393, -2.2076,2.0941,7.8276, 0.172752,-1.2414
3.72, 2.08185, -2.18666,2.12722,7.82933, 0.160338,-1.24399
3.73, 2.05999, -2.16539,2.16002,7.83093, 0.147898,-1.24639
3.74, 2.03833, -2.14379,2.1925,7.83241, 0.135435,-1.24861
3.75, 2.0169, -2.12186,2.22466,7.83376, 0.122948,-1.25064
3.76, 1.99568, -2.09962,2.25648,7.83499, 0.110442,-1.25249
3.77, 1.97468, -2.07705,2.28798,7.8361, 0.0979171,-1.25415
3.78, 1.95391, -2.05417,2.31913,7.83708, 0.0853756,-1.25561
3.79, 1.93337, -2.03098,2.34995,7.83793, 0.0728195,-1.25689
3.8, 1.91306, -2.00748,2.38041,7.83866, 0.0602505,-1.25799
3.81, 1.89298, -1.98368,2.41052,7.83926, 0.0476707,-1.25889
3.82, 1.87315, -1.95957,2.44028,7.83974, 0.0350818,-1.25961
3.83, 1.85355, -1.93517,2.46967,7.84009, 0.0224857,-1.26013
3.84, 1.8342, -1.91047,2.4987,7.84031, 0.00988437,-1.26047
3.85, 1.8151, -1.88549,2.52736,7.84041, -0.00272032,-1.26062
3.86, 1.79624, -1.86021,2.55564,7.84038, -0.0153265,-1.26058
3.87, 1.77764, -1.83466,2.58354,7.84023, -0.0279323,-1.26035
3.88, 1.75929, -1.80882,2.61106,7.83995, -0.0405357,-1.25993
3.89, 1.7412, -1.78271,2.63819,7.83955, -0.053135,-1.25932
3.9, 1.72338, -1.75633,2.66493,7.83902, -0.0657282,-1.25852
3.91, 1.70581, -1.72968,2.69128,7.83836, -0.0783134,-1.25754
3.92, 1.68852, -1.70277,2.71722,7.83757, -0.0908888,-1.25636
3.93, 1.67149, -1.67559,2.74277,7.83667, -0.103452,-1.255
3.94, 1.65473, -1.64817,2.7679,7.83563, -0.116002,-1.25345
3.95, 1.63825, -1.62049,2.79262,7.83447, -0.128537,-1.25171
3.96, 1.62205, -1.59256,2.81693,7.83319, -0.141054,-1.24978
3.97, 1.60612, -1.56439,2.84082,7.83178, -0.153552,-1.24766
3.98, 1.59048, -1.53598,2.86428,7.83024, -0.166028,-1.24536
3.99, 1.57512, -1.50734,2.88732,7.82858, -0.178482,-1.24287
4, 1.56004, -1.47847,2.90993,7.82679, -0.190911,-1.24019
4.01, 1.54526, -1.44937,2.93211,7.82489, -0.203313,-1.23733
4.02, 1.53077, -1.42005,2.95385,7.82285, -0.215686,-1.23428
4.03, 1.51657, -1.39051,2.97515,7.8207, -0.228029,-1.23104
4.04, 1.50266, -1.36076,2.99601,7.81842, -0.240339,-1.22762
4.05, 1.48905, -1.3308,3.01642,7.81601, -0.252615,-1.22402
4.06, 1.47574, -1.30063,3.03638,7.81349, -0.264856,-1.22023
4.07, 1.46274, -1.27027,3.05589,7.81084, -0.277058,-1.21626
4.08, 1.45004, -1.23971,3.07495,7.80807, -0.28922,-1.2121
4.09, 1.43764, -1.20896,3.09354,7.80517, -0.301341,-1.20776
4.1, 1.42555, -1.17802,3.11168,7.80216, -0.313419,-1.20324
4.11, 1.41377, -1.14691,3.12935,7.79903, -0.325451,-1.19854
4.12, 1.4023, -1.11561,3.14655,7.79577, -0.337437,-1.19366
4.13, 1.39114, -1.08415,3.16329,7.7924, -0.349373,-1.1886
4.14, 1.3803, -1.05252,3.17955,7.7889, -0.361259,-1.18336
4.15, 1.36978, -1.02072,3.19533,7.78529, -0.373093,-1.17794
4.16, 1.35957, -0.988767,3.21065,7.78156, -0.384872,-1.17234
4.17, 1.34968, -0.956661,3.22548,7.77771, -0.396596,-1.16657
4.18, 1.34012, -0.924406,3.23983,7.77375, -0.408261,-1.16062
4.19, 1.33087, -0.892008,3.25369,7.76966, -0.419868,-1.1545
4.2, 1.32195, -0.859471,3.26707,7.76546, -0.431413,-1.1482
4.21, 1.31336, -0.8268,3.27997,7.76115, -0.442895,-1.14173
4.22, 1.30509, -0.794001,3.29237,7.75672, -0.454312,-1.13508
4.23, 1.29715, -0.761077,3.30428,7.75218, -0.465663,-1.12827
4.24, 1.28954, -0.728034,3.31569,7.74752, -0.476945,-1.12128
4.25, 1.28226, -0.694877,3.32661,7.74275, -0.488158,-1.11413
4.26, 1.27531, -0.661611,3.33704,7.73787, -0.499299,-1.10681
4.27, 1.26869, -0.628241,3.34696,7.73288, -0.510368,-1.09932
4.28, 1.26241, -0.594771,3.35638,7.72777, -0.521361,-1.09166
4.29, 1.25646, -0.561207,3.36531,7.72256, -0.532277,-1.08384
4.3, 1.25085, -0.527554,3.37372,7.71724, -0.543116,-1.07586
4.31, 1.24557, -0.493817,3.38164,7.71181, -0.553874,-1.06771
4.32, 1.24064, -0.46,3.38905,7.70627, -0.564551,-1.0594
4.33, 1.23604, -0.42611,3.39595,7.70062, -0.575145,-1.05093
4.34, 1.23178, -0.392151,3.40234,7.69487, -0.585655,-1.04231
4.35, 1.22785, -0.358127,3.40822,7.68901, -0.596078,-1.03352
4.36, 1.22427, -0.324045,3.41359,7.68305, -0.606413,-1.02458
4.37, 1.22103, -0.289909,3.41845,7.67699, -0.616659,-1.01548
4.38, 1.21813, -0.255725,3.4228,7.67082, -0.626814,-1.00623
4.39, 1.21558, -0.221497,3.42664,7.66456, -0.636876,-0.996833
4.4, 1.21336, -0.18723,3.42996,7.65819, -0.646844,-0.98728
4.41, 1.21149, -0.152931,3.43277,7.65172, -0.656717,-0.977576
4.42, 1.20996, -0.118603,3.43506,7.64515, -0.666493,-0.967726
4.43, 1.20877, -0.0842524,3.43684,7.63849, -0.67617,-0.957729
4.44, 1.20793, -0.049884,3.4381,7.63172, -0.685747,-0.947586
4.45, 1.20743, -0.0155029,3.43885,7.62487, -0.695223,-0.9373
4.46, 1.20728, 0.0188856,3.43908,7.61791, -0.704596,-0.926871
4.47, 1.20747, 0.0532765,3.4388,7.61087, -0.713865,-0.916303
4.48, 1.208, 0.0876645,3.438,7.60373, -0.723028,-0.905595
4.49, 1.20888, 0.122044,3.43669,7.5965, -0.732084,-0.894749
4.5, 1.2101, 0.156411,3.43486,7.58918, -0.741032,-0.883768
4.51, 1.21166, 0.19076,3.43251,7.58177, -0.749869,-0.872652
4.52, 1.21357, 0.225085,3.42965,7.57427, -0.758596,-0.861405
4.53, 1.21582, 0.259382,3.42627,7.56668, -0.76721,-0.850026
4.54, 1.21841, 0.293644,3.42238,7.55901, -0.77571,-0.838517
4.55, 1.22135, 0.327868,3.41798,7.55125, -0.784095,-0.826881
4.56, 1.22463, 0.362048,3.41306,7.54341, -0.792364,-0.81512
4.57, 1.22825, 0.396178,3.40763,7.53549, -0.800515,-0.803235
4.58, 1.23221, 0.430255,3.40169,7.52748, -0.808548,-0.791227
4.59, 1.23651, 0.464272,3.39523,7.5194, -0.81646,-0.779099
4.6, 1.24115, 0.498224,3.38827,7.51123, -0.824251,-0.766852
4.61, 1.24614, 0.532107,3.3808,7.50299, -0.831919,-0.754488
4.62, 1.25146, 0.565915,3.37281,7.49467, -0.839464,-0.742009
4.63, 1.25712, 0.599643,3.36432,7.48628, -0.846884,-0.729417
4.64, 1.26311, 0.633286,3.35533,7.47781, -0.854178,-0.716714
4.65, 1.26945, 0.666839,3.34583,7.46927, -0.861346,-0.703901
4.66, 1.27611, 0.700298,3.33583,7.46065, -0.868385,-0.690981
4.67, 1.28312, 0.733656,3.32532,7.45197, -0.875294,-0.677955
4.68, 1.29045, 0.766909,3.31432,7.44322, -0.882074,-0.664826
4.69, 1.29812, 0.800052,3.30281,7.4344, -0.888722,-0.651595
4.7, 1.30612, 0.83308,3.29081,7.42551, -0.895238,-0.638264
4.71, 1.31445, 0.865989,3.27832,7.41656, -0.901621,-0.624835
4.72, 1.32311, 0.898772,3.26533,7.40754, -0.907869,-0.611311
4.73, 1.3321, 0.931425,3.25185,7.39846, -0.913982,-0.597693
4.74, 1.34142, 0.963943,3.23788,7.38932, -0.919959,-0.583983
4.75, 1.35106, 0.996322,3.22342,7.38012, -0.925799,-0.570184
4.76, 1.36102, 1.02856,3.20847,7.37086, -0.931501,-0.556297
4.77, 1.3713, 1.06064,3.19304,7.36155, -0.937064,-0.542325
4.78, 1.38191, 1.09257,3.17713,7.35218, -0.942487,-0.528269
4.79, 1.39284, 1.12434,3.16074,7.34275, -0.94777,-0.514132
4.8, 1.40408, 1.15595,3.14388,7.33328, -0.952911,-0.499914
4.81, 1.41564, 1.18739,3.12654,7.32375, -0.95791,-0.485621
4.82, 1.42751, 1.21865,3.10873,7.31417, -0.962767,-0.471253
4.83, 1.4397, 1.24974,3.09045,7.30454, -0.967479,-0.456811
4.84, 1.4522, 1.28065,3.0717,7.29487, -0.972047,-0.442298
4.85, 1.465, 1.31136,3.05249,7.28515, -0.97647,-0.427718
4.86, 1.47812, 1.34189,3.03282,7.27538, -0.980747,-0.413071
4.87, 1.49154, 1.37222,3.0127,7.26557, -0.984878,-0.39836
4.88, 1.50526, 1.40234,2.99211,7.25572, -0.988862,-0.383587
4.89, 1.51928, 1.43226,2.97108,7.24584, -0.992697,-0.368754
4.9, 1.5336, 1.46198,2.94959,7.23591, -0.996385,-0.353863
4.91, 1.54822, 1.49147,2.92766,7.22594, -0.999924,-0.338917
4.92, 1.56314, 1.52075,2.90529,7.21595, -1.00331,-0.323919
4.93, 1.57835, 1.5498,2.88248,7.20591, -1.00655,-0.308869
4.94, 1.59384, 1.57863,2.85923,7.19585, -1.00964,-0.293771
4.95, 1.60963, 1.60722,2.83555,7.18575, -1.01258,-0.278626
4.96, 1.6257, 1.63557,2.81144,7.17562, -1.01536,-0.263437
4.97, 1.64206, 1.66369,2.78691,7.16547, -1.018,-0.248207
4.98, 1.6587, 1.69156,2.76196,7.15529, -1.02048,-0.232937
4.99, 1.67561, 1.71918,2.73658,7.14509, -1.02281,-0.217629
5, 1.6928, 1.74654,2.7108,7.13486, -1.02499,-0.202287
5.01, 1.71027, 1.77365,2.6846,7.12461, -1.02701,-0.186913
5.02, 1.72801, 1.8005,2.65799,7.11434, -1.02888,-0.171508
5.03, 1.74601, 1.82708,2.63099,7.10405, -1.03059,-0.156075
5.04, 1.76428, 1.85339,2.60358,7.09374, -1.03215,-0.140616
5.05, 1.78281, 1.87942,2.57578,7.08342, -1.03356,-0.125133
5.06, 1.80161, 1.90518,2.54759,7.07309, -1.03481,-0.109629
5.07, 1.82066, 1.93066,2.51901,7.06274, -1.03591,-0.0941076
5.08, 1.83997, 1.95585,2.49005,7.05238, -1.03685,-0.0785687
5.09, 1.85953, 1.98075,2.46071,7.04201, -1.03764,-0.0630162
5.1, 1.87933, 2.00535,2.431,7.03163, -1.03827,-0.0474515
5.11, 1.89939, 2.02966,2.40092,7.02125, -1.03874,-0.0318775
5.12, 1.91968, 2.05367,2.37047,7.01086, -1.03906,-0.0162964
5.13, 1.94022, 2.07738,2.33967,7.00047, -1.03922,-0.000710964
5.14, 1.96099, 2.10077,2.30851,6.99008, -1.03923,0.0148773
5.15, 1.982, 2.12386,2.277,6.97969, -1.03908,0.0304663
5.16, 2.00324, 2.14663,2.24514,6.9693, -1.03878,0.0460525
5.17, 2.02471, 2.16908,2.21294,6.95891, -1.03831,0.0616336
5.18, 2.0464, 2.19121,2.1804,6.94853, -1.0377,0.0772083
5.19, 2.06831, 2.21301,2.14754,6.93815, -1.03693,0.0927744
5.2, 2.09044, 2.23449,2.11434,6.92778, -1.036,0.108328
5.21, 2.11278, 2.25563,2.08082,6.91742, -1.03492,0.123868
5.22, 2.13534, 2.27644,2.04699,6.90707, -1.03368,0.139392
5.23, 2.15811, 2.29691,2.01284,6.89674, -1.03228,0.154896
5.24, 2.18107, 2.31704,1.97839,6.88641, -1.03073,0.170381
5.25, 2.20424, 2.33682,1.94363,6.87611, -1.02903,0.185842
5.26, 2.22761, 2.35626,1.90858,6.86581, -1.02717,0.201277
5.27, 2.25118, 2.37535,1.87324,6.85554, -1.02516,0.216685
5.28, 2.27493, 2.39408,1.83761,6.84529, -1.02299,0.232063
5.29, 2.29887, 2.41245,1.8017,6.83506, -1.02067,0.247408
5.3, 2.32299, 2.43047,1.76551,6.82486, -1.0182,0.262718
5.31, 2.3473, 2.44813,1.72905,6.81467, -1.01557,0.277991
5.32, 2.37178, 2.46542,1.69233,6.80452, -1.01279,0.293224
5.33, 2.39643, 2.48234,1.65535,6.79439, -1.00986,0.308415
5.34, 2.42126, 2.49889,1.61811,6.78429, -1.00677,0.323564
5.35, 2.44625, 2.51507,1.58063,6.77422, -1.00354,0.338665
5.36, 2.4714, 2.53088,1.5429,6.76419, -1.00015,0.353718
5.37, 2.49671, 2.54631,1.50494,6.75419, -0.996614,0.368721
5.38, 2.52217, 2.56136,1.46675,6.74422, -0.992927,0.38367
5.39, 2.54778, 2.57603,1.42833,6.73429, -0.98909,0.398563
5.4, 2.57354, 2.59031,1.38969,6.7244, -0.985105,0.4134
5.41, 2.59945, 2.60421,1.35083,6.71455, -0.980971,0.428176
5.42, 2.62549, 2.61771,1.31177,6.70474, -0.976689,0.442891
5.43, 2.65167, 2.63083,1.2725,6.69497, -0.97226,0.457541
5.44, 2.67797, 2.64356,1.23304,6.68525, -0.967685,0.472125
5.45, 2.70441, 2.65589,1.19339,6.67557, -0.962963,0.486641
5.46, 2.73097, 2.66782,1.15355,6.66594, -0.958097,0.501085
5.47, 2.75765, 2.67936,1.11353,6.65636, -0.953086,0.515457
5.48, 2.78444, 2.69049,1.07334,6.64683, -0.947931,0.529753
5.49, 2.81134, 2.70123,1.03298,6.63735, -0.942634,0.543972
5.5, 2.83836, 2.71156,0.992464,6.62793, -0.937194,0.558111
5.51, 2.86547, 2.72148,0.951791,6.61855, -0.931613,0.57217
5.52, 2.89269, 2.731,0.910968,6.60924, -0.925891,0.586143
5.53, 2.92, 2.74011,0.870004,6.59998, -0.92003,0.600032
5.54, 2.9474, 2.74881,0.828902,6.59078, -0.91403,0.613832
5.55, 2.97489, 2.7571,0.78767,6.58164, -0.907891,0.627542
5.56, 3.00246, 2.76497,0.746314,6.57256, -0.901616,0.641161
5.57, 3.03011, 2.77244,0.704839,6.56354, -0.895204,0.654685
5.58, 3.05783, 2.77949,0.663252,6.55459, -0.888657,0.668113
5.59, 3.08563, 2.78612,0.62156,6.5457, -0.881976,0.681443
5.6, 3.11349, 2.79233,0.579768,6.53688, -0.875162,0.694673
5.61, 3.14141, 2.79813,0.537883,6.52813, -0.868215,0.707801
5.62, 3.16939, 2.80351,0.495911,6.51945, -0.861137,0.720823
5.63, 3.19743, 2.80847,0.453859,6.51084, -0.853929,0.733741
5.64, 3.22551, 2.81301,0.411732,6.5023, -0.846592,0.74655
5.65, 3.25364, 2.81712,0.369537,6.49383, -0.839126,0.759248
5.66, 3.28181, 2.82082,0.32728,6.48544, -0.831534,0.771835
5.67, 3.31002, 2.82409,0.284968,6.47713, -0.823815,0.784308
5.68, 3.33826, 2.82694,0.242606,6.46889, -0.815972,0.796665
5.69, 3.36653, 2.82937,0.200202,6.46073, -0.808005,0.808905
5.7, 3.39483, 2.83137,0.157761,6.45265, -0.799916,0.821025
5.71, 3.42314, 2.83295,0.115291,6.44465, -0.791706,0.833024
5.72, 3.45147, 2.8341,0.0727966,6.43673, -0.783376,0.844899
5.73, 3.47981, 2.83483,0.030285,6.4289, -0.774927,0.85665
5.74, 3.50816, 2.83513,-0.0122373,6.42115, -0.76636,0.868274
5.75, 3.53651, 2.83501,-0.0547643,6.41349, -0.757678,0.87977
5.76, 3.56486, 2.83446,-0.0972894,6.40591, -0.74888,0.891135
5.77, 3.5932, 2.83349,-0.139806,6.39842, -0.739969,0.902368
5.78, 3.62154, 2.83209,-0.182309,6.39102, -0.730945,0.913467
5.79, 3.64986, 2.83027,-0.22479,6.38371, -0.72181,0.924432
5.8, 3.67816, 2.82802,-0.267244,6.37649, -0.712566,0.935258
5.81, 3.70644, 2.82535,-0.309664,6.36937, -0.703213,0.945947
5.82, 3.7347, 2.82225,-0.352045,6.36234, -0.693754,0.956495
5.83, 3.76292, 2.81873,-0.394378,6.3554, -0.684189,0.966902
5.84, 3.79111, 2.81479,-0.436659,6.34856, -0.67452,0.977165
5.85, 3.81925, 2.81042,-0.478881,6.34181, -0.664748,0.987283
5.86, 3.84736, 2.80563,-0.521037,6.33516, -0.654875,0.997254
5.87, 3.87541, 2.80042,-0.563122,6.32862, -0.644903,1.00708
5.88, 3.90342, 2.79479,-0.605128,6.32217, -0.634832,1.01675
5.89, 3.93137, 2.78874,-0.64705,6.31582, -0.624665,1.02627
5.9, 3.95925, 2.78227,-0.688881,6.30957, -0.614402,1.03564
5.91, 3.98708, 2.77538,-0.730615,6.30343, -0.604046,1.04486
5.92, 4.01483, 2.76807,-0.772246,6.29739, -0.593597,1.05392
5.93, 4.04251, 2.76035,-0.813767,6.29145, -0.583058,1.06282
5.94, 4.07011, 2.75221,-0.855172,6.28562, -0.572429,1.07157
5.95, 4.09764, 2.74366,-0.896455,6.2799, -0.561714,1.08016
5.96, 4.12507, 2.7347,-0.93761,6.27428, -0.550912,1.08858
5.97, 4.15242, 2.72532,-0.978631,6.26877, -0.540026,1.09685
5.98, 4.17967, 2.71553,-1.01951,6.26337, -0.529058,1.10495
5.99, 4.20683, 2.70534,-1.06024,6.25808, -0.518009,1.11288
6, 4.23388, 2.69474,-1.10082,6.2529, -0.50688,1.12065
6.01, 4.26083, 2.68373,-1.14124,6.24783, -0.495673,1.12825
6.02, 4.28767, 2.67232,-1.1815,6.24287, -0.484391,1.13569
6.03, 4.31439, 2.6605,-1.22159,6.23803, -0.473034,1.14296
6.04, 4.341, 2.64829,-1.26149,6.2333, -0.461604,1.15005
6.05, 4.36748, 2.63567,-1.30122,6.22868, -0.450104,1.15698
6.06, 4.39383, 2.62266,-1.34075,6.22418, -0.438534,1.16373
6.07, 4.42006, 2.60925,-1.38009,6.2198, -0.426897,1.17031
6.08, 4.44615, 2.59545,-1.41923,6.21553, -0.415194,1.17671
6.09, 4.47211, 2.58126,-1.45816,6.21138, -0.403427,1.18294
6.1, 4.49792, 2.56668,-1.49688,6.20734, -0.391597,1.18899
6.11, 4.52359, 2.55171,-1.53538,6.20343, -0.379707,1.19486
6.12, 4.5491, 2.53635,-1.57366,6.19963, -0.367759,1.20056
6.13, 4.57447, 2.52062,-1.6117,6.19595, -0.355753,1.20607
6.14, 4.59967, 2.5045,-1.64951,6.19239, -0.343692,1.21141
6.15, 4.62472, 2.488,-1.68708,6.18896, -0.331578,1.21656
6.16, 4.6496, 2.47113,-1.7244,6.18564, -0.319413,1.22154
6.17, 4.67431, 2.45389,-1.76147,6.18245, -0.307197,1.22633
6.18, 4.69885, 2.43627,-1.79827,6.17937, -0.294934,1.23094
6.19, 4.72321, 2.41829,-1.83482,6.17643, -0.282625,1.23536
6.2, 4.7474, 2.39994,-1.87109,6.1736, -0.270271,1.2396
6.21, 4.77139, 2.38123,-1.90709,6.1709, -0.257875,1.24366
6.22, 4.79521, 2.36216,-1.94281,6.16832, -0.245438,1.24752
6.23, 4.81883, 2.34273,-1.97824,6.16586, -0.232963,1.2512
6.24, 4.84226, 2.32295,-2.01338,6.16353, -0.220451,1.2547
6.25, 4.86549, 2.30282,-2.04823,6.16133, -0.207904,1.25801
6.26, 4.88851, 2.28234,-2.08277,6.15925, -0.195324,1.26112
6.27, 4.91134, 2.26151,-2.11701,6.1573, -0.182713,1.26406
6.28, 4.93395, 2.24034,-2.15093,6.15547, -0.170072,1.2668
6.29, 4.95636, 2.21883,-2.18453,6.15377, -0.157404,1.26935
6.3, 4.97854, 2.19698,-2.21782,6.15219, -0.144711,1.27171
6.31, 5.00051, 2.1748,-2.25077,6.15075, -0.131994,1.27388
6.32, 5.02226, 2.1523,-2.28339,6.14943, -0.119255,1.27586
6.33, 5.04378, 2.12946,-2.31568,6.14824, -0.106496,1.27765
6.34, 5.06508, 2.10631,-2.34762,6.14717, -0.0937199,1.27924
6.35, 5.08614, 2.08283,-2.37921,6.14623, -0.0809275,1.28065
6.36, 5.10697, 2.05904,-2.41046,6.14542, -0.068121,1.28186
6.37, 5.12756, 2.03493,-2.44134,6.14474, -0.0553024,1.28289
6.38, 5.14791, 2.01052,-2.47187,6.14419, -0.0424735,1.28372
6.39, 5.16802, 1.9858,-2.50202,6.14376, -0.0296363,1.28435
6.4, 5.18787, 1.96078,-2.53181,6.14347, -0.0167928,1.2848
6.41, 5.20748, 1.93546,-2.56122,6.1433, -0.00394484,1.28505
6.42, 5.22684, 1.90985,-2.59025,6.14326, 0.00890565,1.28511
6.43, 5.24593, 1.88395,-2.6189,6.14335, 0.0217567,1.28497
6.44, 5.26477, 1.85776,-2.64716,6.14357, 0.0346065,1.28465
6.45, 5.28335, 1.83129,-2.67503,6.14391, 0.047453,1.28413
6.46, 5.30166, 1.80454,-2.7025,6.14439, 0.0602943,1.28342
6.47, 5.31971, 1.77751,-2.72956,6.14499, 0.0731284,1.28251
6.48, 5.33749, 1.75022,-2.75623,6.14572, 0.0859536,1.28142
6.49, 5.35499, 1.72265,-2.78248,6.14658, 0.0987677,1.28013
6.5, 5.37221, 1.69483,-2.80832,6.14757, 0.111569,1.27865
6.51, 5.38916, 1.66675,-2.83374,6.14869, 0.124355,1.27697
6.52, 5.40583, 1.63841,-2.85874,6.14993, 0.137125,1.27511
6.53, 5.42221, 1.60982,-2.88332,6.1513, 0.149876,1.27305
6.54, 5.43831, 1.58099,-2.90747,6.1528, 0.162607,1.2708
6.55, 5.45412, 1.55191,-2.93118,6.15443, 0.175315,1.26836
6.56, 5.46964, 1.5226,-2.95446,6.15618, 0.187998,1.26573
6.57, 5.48487, 1.49306,-2.9773,6.15806, 0.200656,1.26291
6.58, 5.4998, 1.46328,-2.9997,6.16006, 0.213285,1.2599
6.59, 5.51443, 1.43329,-3.02165,6.1622, 0.225884,1.2567
6.6, 5.52876, 1.40307,-3.04314,6.16446, 0.238451,1.25332
6.61, 5.54279, 1.37264,-3.06419,6.16684, 0.250984,1.24974
6.62, 5.55652, 1.342,-3.08478,6.16935, 0.263481,1.24597
6.63, 5.56994, 1.31115,-3.10491,6.17199, 0.275941,1.24202
6.64, 5.58305, 1.2801,-3.12458,6.17475, 0.288361,1.23788
6.65, 5.59585, 1.24885,-3.14378,6.17763, 0.30074,1.23356
6.66, 5.60834, 1.21742,-3.16251,6.18064, 0.313076,1.22905
6.67, 5.62052, 1.18579,-3.18077,6.18377, 0.325366,1.22435
6.68, 5.63237, 1.15398,-3.19856,6.18702, 0.33761,1.21947
6.69, 5.64391, 1.122,-3.21587,6.1904, 0.349804,1.2144
6.7, 5.65513, 1.08984,-3.2327,6.19389, 0.361948,1.20916
6.71, 5.66603, 1.05751,-3.24905,6.19751, 0.37404,1.20373
6.72, 5.67661, 1.02502,-3.26491,6.20125, 0.386077,1.19812
6.73, 5.68686, 0.992373,-3.28029,6.20512, 0.398058,1.19233
6.74, 5.69678, 0.959571,-3.29517,6.2091, 0.409982,1.18636
6.75, 5.70638, 0.926619,-3.30956,6.2132, 0.421845,1.18021
6.76, 5.71564, 0.893523,-3.32346,6.21741, 0.433647,1.17388
6.77, 5.72458, 0.860289,-3.33687,6.22175, 0.445386,1.16737
6.78, 5.73318, 0.82692,-3.34977,6.2262, 0.45706,1.16069
6.79, 5.74145, 0.793422,-3.36217,6.23078, 0.468667,1.15384
6.8, 5.74938, 0.7598,-3.37408,6.23546, 0.480205,1.14681
6.81, 5.75698, 0.72606,-3.38547,6.24026, 0.491673,1.1396
6.82, 5.76424, 0.692205,-3.39636,6.24518, 0.503069,1.13223
6.83, 5.77116, 0.658241,-3.40675,6.25021, 0.514392,1.12468
6.84, 5.77775, 0.624174,-3.41662,6.25536, 0.525638,1.11697
6.85, 5.78399, 0.590008,-3.42598,6.26061, 0.536808,1.10908
6.86, 5.78989, 0.555748,-3.43483,6.26598, 0.547899,1.10103
6.87, 5.79545, 0.521399,-3.44317,6.27146, 0.558909,1.09281
6.88, 5.80066, 0.486968,-3.45099,6.27705, 0.569837,1.08443
6.89, 5.80553, 0.452458,-3.45829,6.28275, 0.580682,1.07588
6.9, 5.81005, 0.417875,-3.46508,6.28855, 0.59144,1.06717
6.91, 5.81423, 0.383224,-3.47135,6.29447, 0.602112,1.0583
6.92, 5.81807, 0.348511,-3.4771,6.30049, 0.612695,1.04927
6.93, 5.82155, 0.31374,-3.48233,6.30662, 0.623188,1.04008
6.94, 5.82469, 0.278916,-3.48703,6.31285, 0.633589,1.03073
6.95, 5.82748, 0.244046,-3.49122,6.31918, 0.643896,1.02122
6.96, 5.82992, 0.209134,-3.49488,6.32562, 0.654108,1.01157
6.97, 5.83201, 0.174185,-3.49801,6.33216, 0.664224,1.00175
6.98, 5.83375, 0.139205,-3.50063,6.33881, 0.674241,0.991791
6.99, 5.83514, 0.104199,-3.50271,6.34555, 0.684159,0.981678
7, 5.83619, 0.0691715,-3.50428,6.35239, 0.693976,0.971416
7.01, 5.83688, 0.0341288,-3.50532,6.35933, 0.70369,0.961006
7.02, 5.83722, -0.000924381,-3.50583,6.36637, 0.7133,0.95045
7.03, 5.83721, -0.0359827,-3.50581,6.3735, 0.722805,0.939752
7.04, 5.83685, -0.0710408,-3.50527,6.38073, 0.732202,0.928909
7.05, 5.83614, -0.106094,-3.50421,6.38805, 0.741491,0.917926
7.06, 5.83508, -0.141136,-3.50262,6.39546, 0.750671,0.906804
7.07, 5.83367, -0.176162,-3.5005,6.40297, 0.759739,0.895544
7.08, 5.8319, -0.211167,-3.49786,6.41057, 0.768694,0.884148
7.09, 5.82979, -0.246145,-3.49469,6.41826, 0.777536,0.872617
7.1, 5.82733, -0.281092,-3.491,6.42603, 0.786262,0.860954
7.11, 5.82452, -0.316002,-3.48678,6.43389, 0.794871,0.84916
7.12, 5.82136, -0.35087,-3.48204,6.44184, 0.803363,0.837237
7.13, 5.81785, -0.38569,-3.47678,6.44988, 0.811735,0.825187
7.14, 5.814, -0.420458,-3.47099,6.45799, 0.819987,0.81301
7.15, 5.80979, -0.455168,-3.46469,6.46619, 0.828117,0.800711
7.16, 5.80524, -0.489815,-3.45786,6.47447, 0.836124,0.788289
