No iterations: 900
Time (s), Position 1 (cm), Velocity 1 (cm s-1), Acceleration 1 (cm s-2), Position 2 (cm), Velocity 2 (cm s-1), Acceleration 2 (cm s-2)
3.52, 3.43616, -2.64276,0.0766076,9.63722, -5.20777,-3.16466
3.53, 3.40973, -2.64199,0.108321,9.58514, -5.23942,-3.10217
3.54, 3.38331, -2.64091,0.140025,9.53275, -5.27044,-3.0393
3.55, 3.3569, -2.63951,0.171715,9.48004, -5.30084,-2.97605
3.56, 3.33051, -2.63779,0.20339,9.42704, -5.3306,-2.91244
3.57, 3.30413, -2.63576,0.235043,9.37373, -5.35972,-2.84848
3.58, 3.27777, -2.63341,0.266672,9.32013, -5.38821,-2.78416
3.59, 3.25144, -2.63074,0.298273,9.26625, -5.41605,-2.7195
3.6, 3.22513, -2.62776,0.329842,9.21209, -5.44324,-2.65451
3.61, 3.19885, -2.62446,0.361375,9.15766, -5.46979,-2.58919
3.62, 3.17261, -2.62084,0.392869,9.10296, -5.49568,-2.52355
3.63, 3.1464, -2.61692,0.424319,9.048, -5.52091,-2.4576
3.64, 3.12023, -2.61267,0.455721,8.99279, -5.54549,-2.39135
3.65, 3.09411, -2.60811,0.487074,8.93734, -5.5694,-2.32481
3.66, 3.06802, -2.60324,0.518371,8.88164, -5.59265,-2.25797
3.67, 3.04199, -2.59806,0.54961,8.82572, -5.61523,-2.19086
3.68, 3.01601, -2.59256,0.580787,8.76957, -5.63714,-2.12348
3.69, 2.99009, -2.58676,0.611897,8.71319, -5.65838,-2.05583
3.7, 2.96422, -2.58064,0.642938,8.65661, -5.67893,-1.98793
3.71, 2.93841, -2.57421,0.673906,8.59982, -5.69881,-1.91979
3.72, 2.91267, -2.56747,0.704797,8.54283, -5.71801,-1.8514
3.73, 2.88699, -2.56042,0.735606,8.48565, -5.73652,-1.78278
3.74, 2.86139, -2.55306,0.766331,8.42829, -5.75435,-1.71395
3.75, 2.83586, -2.5454,0.796968,8.37074, -5.77149,-1.64489
3.76, 2.81041, -2.53743,0.827513,8.31303, -5.78794,-1.57564
3.77, 2.78503, -2.52916,0.857962,8.25515, -5.8037,-1.50618
3.78, 2.75974, -2.52058,0.888312,8.19711, -5.81876,-1.43654
3.79, 2.73453, -2.51169,0.918559,8.13893, -5.83312,-1.36671
3.8, 2.70942, -2.50251,0.948699,8.08059, -5.84679,-1.29671
3.81, 2.68439, -2.49302,0.97873,8.02213, -5.85976,-1.22655
3.82, 2.65946, -2.48323,1.00865,7.96353, -5.87202,-1.15623
3.83, 2.63463, -2.47315,1.03844,7.90481, -5.88359,-1.08577
3.84, 2.6099, -2.46276,1.06812,7.84597, -5.89444,-1.01517
3.85, 2.58527, -2.45208,1.09768,7.78703, -5.9046,-0.944434
3.86, 2.56075, -2.44111,1.1271,7.72798, -5.91404,-0.873579
3.87, 2.53634, -2.42983,1.15639,7.66884, -5.92278,-0.80261
3.88, 2.51204, -2.41827,1.18555,7.60961, -5.9308,-0.731537
3.89, 2.48786, -2.40641,1.21457,7.55031, -5.93812,-0.660368
3.9, 2.46379, -2.39427,1.24345,7.49093, -5.94472,-0.58911
3.91, 2.43985, -2.38183,1.27218,7.43148, -5.95061,-0.517774
3.92, 2.41603, -2.36911,1.30076,7.37197, -5.95579,-0.446366
3.93, 2.39234, -2.35611,1.32919,7.31241, -5.96025,-0.374896
3.94, 2.36878, -2.34281,1.35746,7.25281, -5.964,-0.303374
3.95, 2.34535, -2.32924,1.38558,7.19317, -5.96704,-0.231806
3.96, 2.32206, -2.31538,1.41353,7.1335, -5.96935,-0.160201
3.97, 2.29891, -2.30125,1.44131,7.07381, -5.97096,-0.0885687
3.98, 2.27589, -2.28683,1.46893,7.0141, -5.97184,-0.0169172
3.99, 2.25303, -2.27215,1.49637,6.95438, -5.97201,0.0547445
4, 2.2303, -2.25718,1.52364,6.89466, -5.97146,0.126409
4.01, 2.20773, -2.24195,1.55072,6.83494, -5.9702,0.198066
4.02, 2.18531, -2.22644,1.57763,6.77524, -5.96822,0.269709
4.03, 2.16305, -2.21066,1.60434,6.71556, -5.96552,0.341327
4.04, 2.14094, -2.19462,1.63087,6.65591, -5.96211,0.412914
4.05, 2.119, -2.17831,1.65721,6.59628, -5.95798,0.484459
4.06, 2.09721, -2.16174,1.68335,6.5367, -5.95314,0.555955
4.07, 2.07559, -2.1449,1.70929,6.47717, -5.94758,0.627393
4.08, 2.05415, -2.12781,1.73503,6.4177, -5.9413,0.698763
4.09, 2.03287, -2.11046,1.76056,6.35828, -5.93431,0.770059
4.1, 2.01176, -2.09286,1.78588,6.29894, -5.92661,0.841271
4.11, 1.99083, -2.075,1.811,6.23967, -5.9182,0.91239
4.12, 1.97008, -2.05689,1.8359,6.18049, -5.90908,0.983409
4.13, 1.94952, -2.03853,1.86058,6.1214, -5.89924,1.05432
4.14, 1.92913, -2.01992,1.88504,6.06241, -5.8887,1.12511
4.15, 1.90893, -2.00107,1.90928,6.00352, -5.87745,1.19577
4.16, 1.88892, -1.98198,1.9333,5.94475, -5.86549,1.2663
4.17, 1.8691, -1.96265,1.95708,5.88609, -5.85283,1.33669
4.18, 1.84947, -1.94307,1.98063,5.82757, -5.83946,1.40692
4.19, 1.83004, -1.92327,2.00395,5.76917, -5.82539,1.477
4.2, 1.81081, -1.90323,2.02703,5.71092, -5.81062,1.5469
4.21, 1.79178, -1.88296,2.04987,5.65281, -5.79515,1.61663
4.22, 1.77295, -1.86246,2.07246,5.59486, -5.77899,1.68617
4.23, 1.75432, -1.84174,2.09481,5.53707, -5.76212,1.75552
4.24, 1.73591, -1.82079,2.11691,5.47945, -5.74457,1.82466
4.25, 1.7177, -1.79962,2.13876,5.422, -5.72632,1.8936
4.26, 1.6997, -1.77823,2.16036,5.36474, -5.70739,1.96231
4.27, 1.68192, -1.75663,2.1817,5.30766, -5.68776,2.0308
4.28, 1.66435, -1.73481,2.20278,5.25079, -5.66746,2.09906
4.29, 1.64701, -1.71278,2.22359,5.19411, -5.64647,2.16706
4.3, 1.62988, -1.69055,2.24415,5.13765, -5.62479,2.23482
4.31, 1.61297, -1.6681,2.26443,5.0814, -5.60245,2.30232
4.32, 1.59629, -1.64546,2.28445,5.02538, -5.57942,2.36955
4.33, 1.57984, -1.62262,2.3042,4.96958, -5.55573,2.4365
4.34, 1.56361, -1.59957,2.32367,4.91402, -5.53136,2.50317
4.35, 1.54762, -1.57634,2.34286,4.85871, -5.50633,2.56955
4.36, 1.53185, -1.55291,2.36178,4.80365, -5.48064,2.63562
4.37, 1.51632, -1.52929,2.38041,4.74884, -5.45428,2.70139
4.38, 1.50103, -1.50549,2.39876,4.6943, -5.42727,2.76684
4.39, 1.48598, -1.4815,2.41683,4.64003, -5.3996,2.83197
4.4, 1.47116, -1.45733,2.43461,4.58603, -5.37128,2.89676
4.41, 1.45659, -1.43298,2.4521,4.53232, -5.34231,2.96122
4.42, 1.44226, -1.40846,2.46929,4.47889, -5.3127,3.02533
4.43, 1.42817, -1.38377,2.48619,4.42577, -5.28244,3.08908
4.44, 1.41433, -1.35891,2.5028,4.37294, -5.25155,3.15247
4.45, 1.40075, -1.33388,2.51911,4.32043, -5.22003,3.21549
4.46, 1.38741, -1.30869,2.53511,4.26823, -5.18787,3.27813
4.47, 1.37432, -1.28334,2.55082,4.21635, -5.15509,3.34038
4.48, 1.36149, -1.25783,2.56622,4.1648, -5.12169,3.40224
4.49, 1.34891, -1.23217,2.58131,4.11358, -5.08767,3.4637
4.5, 1.33659, -1.20636,2.5961,4.0627, -5.05303,3.52476
4.51, 1.32452, -1.18039,2.61057,4.01217, -5.01778,3.58539
4.52, 1.31272, -1.15429,2.62474,3.96199, -4.98193,3.64561
4.53, 1.30118, -1.12804,2.63859,3.91218, -4.94547,3.70539
4.54, 1.2899, -1.10166,2.65213,3.86272, -4.90842,3.76474
4.55, 1.27888, -1.07513,2.66535,3.81364, -4.87077,3.82364
4.56, 1.26813, -1.04848,2.67825,3.76493, -4.83253,3.88209
4.57, 1.25764, -1.0217,2.69083,3.7166, -4.79371,3.94008
4.58, 1.24743, -0.99479,2.70309,3.66867, -4.75431,3.9976
4.59, 1.23748, -0.967759,2.71503,3.62112, -4.71434,4.05465
4.6, 1.2278, -0.940609,2.72664,3.57398, -4.67379,4.11122
4.61, 1.21839, -0.913343,2.73793,3.52724, -4.63268,4.16731
4.62, 1.20926, -0.885963,2.74889,3.48092, -4.591,4.2229
4.63, 1.2004, -0.858474,2.75952,3.43501, -4.54878,4.27799
4.64, 1.19182, -0.830879,2.76982,3.38952, -4.506,4.33258
4.65, 1.18351, -0.803181,2.77979,3.34446, -4.46267,4.38665
4.66, 1.17548, -0.775383,2.78943,3.29983, -4.4188,4.4402
4.67, 1.16772, -0.747489,2.79873,3.25564, -4.3744,4.49323
4.68, 1.16025, -0.719502,2.8077,3.2119, -4.32947,4.54572
4.69, 1.15305, -0.691424,2.81634,3.1686, -4.28401,4.59768
4.7, 1.14614, -0.663261,2.82463,3.12576, -4.23804,4.64908
4.71, 1.13951, -0.635015,2.83259,3.08338, -4.19154,4.69994
4.72, 1.13316, -0.606689,2.84021,3.04147, -4.14454,4.75024
4.73, 1.12709, -0.578287,2.84749,3.00002, -4.09704,4.79997
4.74, 1.12131, -0.549812,2.85443,2.95905, -4.04904,4.84914
4.75, 1.11581, -0.521267,2.86103,2.91856, -4.00055,4.89773
4.76, 1.11059, -0.492657,2.86729,2.87856, -3.95157,4.94573
4.77, 1.10567, -0.463984,2.8732,2.83904, -3.90212,4.99315
4.78, 1.10103, -0.435252,2.87877,2.80002, -3.85219,5.03998
4.79, 1.09668, -0.406465,2.88399,2.7615, -3.80179,5.0862
4.8, 1.09261, -0.377625,2.88887,2.72348, -3.75092,5.13182
4.81, 1.08883, -0.348736,2.8934,2.68597, -3.69961,5.17684
4.82, 1.08535, -0.319802,2.89758,2.64897, -3.64784,5.22123
4.83, 1.08215, -0.290826,2.90142,2.6125, -3.59562,5.265
4.84, 1.07924, -0.261812,2.90491,2.57654, -3.54297,5.30815
4.85, 1.07662, -0.232763,2.90805,2.54111, -3.48989,5.35067
4.86, 1.0743, -0.203682,2.91085,2.50621, -3.43639,5.39255
4.87, 1.07226, -0.174574,2.91329,2.47185, -3.38246,5.43378
4.88, 1.07051, -0.145441,2.91538,2.43802, -3.32812,5.47437
4.89, 1.06906, -0.116287,2.91713,2.40474, -3.27338,5.51431
4.9, 1.0679, -0.0871159,2.91853,2.37201, -3.21824,5.55359
4.91, 1.06702, -0.0579306,2.91957,2.33983, -3.1627,5.59221
4.92, 1.06645, -0.0287349,2.92027,2.3082, -3.10678,5.63016
4.93, 1.06616, 0.000467745,2.92061,2.27713, -3.05048,5.66744
4.94, 1.06616, 0.0296739,2.9206,2.24663, -2.9938,5.70405
4.95, 1.06646, 0.0588799,2.92025,2.21669, -2.93676,5.73997
4.96, 1.06705, 0.0880824,2.91954,2.18732, -2.87936,5.77522
4.97, 1.06793, 0.117278,2.91849,2.15853, -2.82161,5.80977
4.98, 1.0691, 0.146463,2.91708,2.13031, -2.76351,5.84363
4.99, 1.07057, 0.175633,2.91532,2.10268, -2.70508,5.87679
5, 1.07232, 0.204787,2.91321,2.07562, -2.64631,5.90925
5.01, 1.07437, 0.233919,2.91076,2.04916, -2.58722,5.94101
5.02, 1.07671, 0.263026,2.90795,2.02329, -2.52781,5.97205
5.03, 1.07934, 0.292106,2.90479,1.99801, -2.46808,6.00239
5.04, 1.08226, 0.321154,2.90129,1.97333, -2.40806,6.032
5.05, 1.08547, 0.350167,2.89743,1.94925, -2.34774,6.0609
5.06, 1.08897, 0.379141,2.89323,1.92577, -2.28713,6.08907
5.07, 1.09277, 0.408073,2.88868,1.9029, -2.22624,6.11652
5.08, 1.09685, 0.43696,2.88378,1.88064, -2.16508,6.14323
5.09, 1.10122, 0.465798,2.87854,1.85899, -2.10364,6.16921
5.1, 1.10587, 0.494583,2.87295,1.83795, -2.04195,6.19446
5.11, 1.11082, 0.523313,2.86702,1.81753, -1.98001,6.21896
5.12, 1.11605, 0.551983,2.86074,1.79773, -1.91782,6.24272
5.13, 1.12157, 0.58059,2.85411,1.77855, -1.85539,6.26574
5.14, 1.12738, 0.609132,2.84715,1.76, -1.79273,6.288
5.15, 1.13347, 0.637603,2.83984,1.74207, -1.72985,6.30951
5.16, 1.13985, 0.666001,2.83219,1.72477, -1.66676,6.33027
5.17, 1.14651, 0.694323,2.82419,1.70811, -1.60345,6.35027
5.18, 1.15345, 0.722565,2.81586,1.69207, -1.53995,6.36951
5.19, 1.16067, 0.750724,2.80719,1.67667, -1.47626,6.38799
5.2, 1.16818, 0.778796,2.79818,1.66191, -1.41238,6.40571
5.21, 1.17597, 0.806777,2.78884,1.64779, -1.34832,6.42266
5.22, 1.18404, 0.834666,2.77915,1.6343, -1.28409,6.43884
5.23, 1.19238, 0.862457,2.76914,1.62146, -1.21971,6.45425
5.24, 1.20101, 0.890149,2.75879,1.60926, -1.15516,6.46888
5.25, 1.20991, 0.917737,2.74811,1.59771, -1.09047,6.48274
5.26, 1.21909, 0.945218,2.73709,1.58681, -1.02565,6.49583
5.27, 1.22854, 0.972589,2.72575,1.57655, -0.960688,6.50814
5.28, 1.23827, 0.999846,2.71408,1.56695, -0.895607,6.51967
5.29, 1.24826, 1.02699,2.70208,1.55799, -0.83041,6.53041
5.3, 1.25853, 1.05401,2.68976,1.54969, -0.765106,6.54038
5.31, 1.26907, 1.08091,2.67711,1.54203, -0.699702,6.54956
5.32, 1.27988, 1.10768,2.66414,1.53504, -0.634207,6.55796
5.33, 1.29096, 1.13432,2.65085,1.52869, -0.568627,6.56557
5.34, 1.3023, 1.16083,2.63724,1.52301, -0.502971,6.57239
5.35, 1.31391, 1.1872,2.62331,1.51798, -0.437248,6.57843
5.36, 1.32578, 1.21343,2.60906,1.51361, -0.371463,6.58367
5.37, 1.33792, 1.23952,2.5945,1.50989, -0.305627,6.58813
5.38, 1.35031, 1.26547,2.57962,1.50684, -0.239745,6.5918
5.39, 1.36297, 1.29126,2.56444,1.50444, -0.173827,6.59467
5.4, 1.37588, 1.31691,2.54894,1.5027, -0.107881,6.59676
5.41, 1.38905, 1.3424,2.53314,1.50162, -0.0419129,6.59805
5.42, 1.40247, 1.36773,2.51703,1.5012, 0.0240676,6.59856
5.43, 1.41615, 1.3929,2.50062,1.50144, 0.0900532,6.59827
5.44, 1.43008, 1.41791,2.4839,1.50234, 0.156036,6.59719
5.45, 1.44426, 1.44274,2.46689,1.5039, 0.222008,6.59532
5.46, 1.45869, 1.46741,2.44958,1.50612, 0.287961,6.59265
5.47, 1.47336, 1.49191,2.43197,1.509, 0.353887,6.5892
5.48, 1.48828, 1.51623,2.41406,1.51254, 0.419779,6.58495
5.49, 1.50344, 1.54037,2.39587,1.51674, 0.485629,6.57991
5.5, 1.51885, 1.56433,2.37739,1.5216, 0.551428,6.57409
5.51, 1.53449, 1.5881,2.35861,1.52711, 0.617169,6.56747
5.52, 1.55037, 1.61169,2.33956,1.53328, 0.682844,6.56006
5.53, 1.56649, 1.63508,2.32022,1.54011, 0.748444,6.55187
5.54, 1.58284, 1.65829,2.3006,1.54759, 0.813963,6.54289
5.55, 1.59942, 1.68129,2.2807,1.55573, 0.879392,6.53312
5.56, 1.61623, 1.7041,2.26052,1.56453, 0.944723,6.52257
5.57, 1.63327, 1.7267,2.24007,1.57398, 1.00995,6.51123
5.58, 1.65054, 1.7491,2.21935,1.58408, 1.07506,6.49911
5.59, 1.66803, 1.7713,2.19836,1.59483, 1.14005,6.48621
5.6, 1.68575, 1.79328,2.17711,1.60623, 1.20491,6.47253
5.61, 1.70368, 1.81505,2.15559,1.61828, 1.26964,6.45807
5.62, 1.72183, 1.83661,2.13381,1.63097, 1.33422,6.44283
5.63, 1.74019, 1.85795,2.11177,1.64431, 1.39865,6.42682
5.64, 1.75877, 1.87906,2.08947,1.6583, 1.46292,6.41004
5.65, 1.77756, 1.89996,2.06692,1.67293, 1.52702,6.39248
5.66, 1.79656, 1.92063,2.04412,1.6882, 1.59094,6.37416
5.67, 1.81577, 1.94107,2.02108,1.70411, 1.65468,6.35507
5.68, 1.83518, 1.96128,1.99778,1.72066, 1.71823,6.33521
5.69, 1.85479, 1.98126,1.97425,1.73784, 1.78159,6.31459
5.7, 1.87461, 2.001,1.95047,1.75565, 1.84473,6.29322
5.71, 1.89462, 2.02051,1.92646,1.7741, 1.90766,6.27108
5.72, 1.91482, 2.03977,1.90221,1.79318, 1.97038,6.24819
5.73, 1.93522, 2.05879,1.87774,1.81288, 2.03286,6.22454
5.74, 1.95581, 2.07757,1.85303,1.83321, 2.0951,6.20015
5.75, 1.97658, 2.0961,1.8281,1.85416, 2.1571,6.17501
5.76, 1.99754, 2.11438,1.80295,1.87573, 2.21885,6.14912
5.77, 2.01869, 2.13241,1.77757,1.89792, 2.28035,6.12249
5.78, 2.04001, 2.15019,1.75199,1.92072, 2.34157,6.09513
5.79, 2.06151, 2.16771,1.72618,1.94414, 2.40252,6.06703
5.8, 2.08319, 2.18497,1.70017,1.96817, 2.46319,6.0382
5.81, 2.10504, 2.20197,1.67395,1.9928, 2.52357,6.00864
5.82, 2.12706, 2.21871,1.64753,2.01803, 2.58366,5.97836
5.83, 2.14925, 2.23518,1.6209,2.04387, 2.64344,5.94736
5.84, 2.1716, 2.25139,1.59408,2.0703, 2.70292,5.91563
5.85, 2.19411, 2.26733,1.56706,2.09733, 2.76207,5.8832
5.86, 2.21679, 2.283,1.53986,2.12495, 2.82091,5.85006
5.87, 2.23962, 2.2984,1.51246,2.15316, 2.87941,5.8162
5.88, 2.2626, 2.31353,1.48488,2.18196, 2.93757,5.78165
5.89, 2.28574, 2.32838,1.45712,2.21133, 2.99538,5.7464
5.9, 2.30902, 2.34295,1.42918,2.24129, 3.05285,5.71046
5.91, 2.33245, 2.35724,1.40106,2.27182, 3.10995,5.67382
5.92, 2.35602, 2.37125,1.37277,2.30291, 3.16669,5.6365
5.93, 2.37973, 2.38498,1.34432,2.33458, 3.22306,5.5985
5.94, 2.40358, 2.39842,1.3157,2.36681, 3.27904,5.55983
5.95, 2.42757, 2.41158,1.28692,2.3996, 3.33464,5.52048
5.96, 2.45168, 2.42445,1.25798,2.43295, 3.38984,5.48046
5.97, 2.47593, 2.43703,1.22889,2.46685, 3.44465,5.43978
5.98, 2.5003, 2.44932,1.19964,2.50129, 3.49905,5.39845
5.99, 2.52479, 2.46131,1.17025,2.53628, 3.55303,5.35646
6, 2.5494, 2.47301,1.14071,2.57181, 3.6066,5.31382
6.01, 2.57413, 2.48442,1.11104,2.60788, 3.65973,5.27054
6.02, 2.59898, 2.49553,1.08123,2.64448, 3.71244,5.22663
6.03, 2.62393, 2.50634,1.05128,2.6816, 3.76471,5.18208
6.04, 2.649, 2.51686,1.0212,2.71925, 3.81653,5.1369
6.05, 2.67417, 2.52707,0.991,2.75741, 3.8679,5.0911
6.06, 2.69944, 2.53698,0.960675,2.79609, 3.91881,5.04469
6.07, 2.72481, 2.54659,0.930232,2.83528, 3.96925,4.99766
6.08, 2.75027, 2.55589,0.899673,2.87497, 4.01923,4.95003
6.09, 2.77583, 2.56489,0.869002,2.91517, 4.06873,4.9018
6.1, 2.80148, 2.57358,0.838224,2.95585, 4.11775,4.85297
6.11, 2.82722, 2.58196,0.807341,2.99703, 4.16628,4.80356
6.12, 2.85304, 2.59003,0.776357,3.03869, 4.21431,4.75357
6.13, 2.87894, 2.59779,0.745276,3.08084, 4.26185,4.703
6.14, 2.90491, 2.60525,0.714103,3.12346, 4.30888,4.65185
6.15, 2.93097, 2.61239,0.68284,3.16654, 4.3554,4.60015
6.16, 2.95709, 2.61922,0.651491,3.2101, 4.4014,4.54788
6.17, 2.98328, 2.62573,0.620061,3.25411, 4.44688,4.49507
6.18, 3.00954, 2.63193,0.588552,3.29858, 4.49183,4.4417
6.19, 3.03586, 2.63782,0.556969,3.3435, 4.53625,4.3878
6.2, 3.06224, 2.64339,0.525315,3.38886, 4.58012,4.33337
6.21, 3.08867, 2.64864,0.493594,3.43466, 4.62346,4.2784
6.22, 3.11516, 2.65358,0.461811,3.4809, 4.66624,4.22292
6.23, 3.14169, 2.65819,0.429968,3.52756, 4.70847,4.16693
6.24, 3.16828, 2.66249,0.398069,3.57465, 4.75014,4.11043
6.25, 3.1949, 2.66647,0.366119,3.62215, 4.79124,4.05342
6.26, 3.22157, 2.67014,0.334122,3.67006, 4.83178,3.99593
6.27, 3.24827, 2.67348,0.30208,3.71838, 4.87174,3.93795
6.28, 3.275, 2.6765,0.269998,3.76709, 4.91112,3.87949
6.29, 3.30177, 2.6792,0.23788,3.81621, 4.94991,3.82055
6.3, 3.32856, 2.68158,0.20573,3.8657, 4.98812,3.76115
6.31, 3.35537, 2.68363,0.173551,3.91559, 5.02573,3.7013
6.32, 3.38221, 2.68537,0.141347,3.96584, 5.06274,3.64099
6.33, 3.40906, 2.68678,0.109123,4.01647, 5.09915,3.58024
6.34, 3.43593, 2.68787,0.0768817,4.06746, 5.13495,3.51905
6.35, 3.46281, 2.68864,0.0446271,4.11881, 5.17015,3.45743
6.36, 3.4897, 2.68909,0.0123636,4.17051, 5.20472,3.39538
6.37, 3.51659, 2.68921,-0.0199056,4.22256, 5.23867,3.33293
6.38, 3.54348, 2.68901,-0.0521762,4.27495, 5.272,3.27006
6.39, 3.57037, 2.68849,-0.0844442,4.32767, 5.3047,3.2068
6.4, 3.59726, 2.68765,-0.116706,4.38071, 5.33677,3.14314
6.41, 3.62413, 2.68648,-0.148958,4.43408, 5.3682,3.0791
6.42, 3.651, 2.68499,-0.181196,4.48776, 5.39899,3.01468
6.43, 3.67785, 2.68318,-0.213416,4.54175, 5.42914,2.9499
6.44, 3.70468, 2.68105,-0.245614,4.59605, 5.45864,2.88475
6.45, 3.73149, 2.67859,-0.277786,4.65063, 5.48749,2.81924
6.46, 3.75827, 2.67581,-0.309929,4.70551, 5.51568,2.75339
6.47, 3.78503, 2.67271,-0.342039,4.76066, 5.54321,2.6872
6.48, 3.81176, 2.66929,-0.374112,4.8161, 5.57009,2.62069
6.49, 3.83845, 2.66555,-0.406143,4.8718, 5.59629,2.55384
6.5, 3.86511, 2.66149,-0.43813,4.92776, 5.62183,2.48669
6.51, 3.89172, 2.65711,-0.470068,4.98398, 5.6467,2.41923
6.52, 3.91829, 2.65241,-0.501953,5.04044, 5.67089,2.35147
6.53, 3.94482, 2.64739,-0.533782,5.09715, 5.6944,2.28342
6.54, 3.97129, 2.64205,-0.56555,5.1541, 5.71724,2.21508
6.55, 3.99771, 2.63639,-0.597255,5.21127, 5.73939,2.14648
6.56, 4.02408, 2.63042,-0.628892,5.26866, 5.76085,2.0776
6.57, 4.05038, 2.62413,-0.660457,5.32627, 5.78163,2.00847
6.58, 4.07662, 2.61753,-0.691946,5.38409, 5.80172,1.93909
6.59, 4.1028, 2.61061,-0.723357,5.44211, 5.82111,1.86947
6.6, 4.1289, 2.60338,-0.754684,5.50032, 5.8398,1.79962
6.61, 4.15494, 2.59583,-0.785925,5.55871, 5.8578,1.72954
6.62, 4.1809, 2.58797,-0.817074,5.61729, 5.87509,1.65925
6.63, 4.20678, 2.5798,-0.84813,5.67604, 5.89168,1.58875
6.64, 4.23257, 2.57132,-0.879088,5.73496, 5.90757,1.51805
6.65, 4.25829, 2.56253,-0.909944,5.79404, 5.92275,1.44716
6.66, 4.28391, 2.55343,-0.940694,5.85326, 5.93722,1.37608
6.67, 4.30945, 2.54402,-0.971335,5.91264, 5.95099,1.30484
6.68, 4.33489, 2.53431,-1.00186,5.97215, 5.96403,1.23343
6.69, 4.36023, 2.52429,-1.03227,6.03179, 5.97637,1.16186
6.7, 4.38547, 2.51396,-1.06257,6.09155, 5.98799,1.09014
6.71, 4.41061, 2.50334,-1.09273,6.15143, 5.99889,1.01828
6.72, 4.43564, 2.49241,-1.12277,6.21142, 6.00907,0.946298
6.73, 4.46057, 2.48118,-1.15268,6.27151, 6.01853,0.874189
6.74, 4.48538, 2.46966,-1.18246,6.33169, 6.02728,0.801966
6.75, 4.51008, 2.45783,-1.21209,6.39197, 6.0353,0.729639
6.76, 4.53466, 2.44571,-1.24159,6.45232, 6.04259,0.657216
6.77, 4.55911, 2.4333,-1.27094,6.51275, 6.04916,0.584705
6.78, 4.58345, 2.42059,-1.30014,6.57324, 6.05501,0.512115
6.79, 4.60765, 2.40759,-1.32918,6.63379, 6.06013,0.439455
6.8, 4.63173, 2.39429,-1.35807,6.69439, 6.06453,0.366733
6.81, 4.65567, 2.38071,-1.3868,6.75503, 6.06819,0.293959
6.82, 4.67948, 2.36684,-1.41537,6.81572, 6.07113,0.22114
6.83, 4.70315, 2.35269,-1.44378,6.87643, 6.07334,0.148287
6.84, 4.72667, 2.33825,-1.47201,6.93716, 6.07483,0.0754068
6.85, 4.75006, 2.32353,-1.50007,6.99791, 6.07558,0.00250853
6.86, 4.77329, 2.30853,-1.52795,7.05867, 6.07561,-0.0703983
6.87, 4.79638, 2.29325,-1.55565,7.11942, 6.0749,-0.143305
6.88, 4.81931, 2.2777,-1.58317,7.18017, 6.07347,-0.216204
6.89, 4.84209, 2.26186,-1.6105,7.2409, 6.07131,-0.289086
6.9, 4.8647, 2.24576,-1.63765,7.30162, 6.06842,-0.361942
6.91, 4.88716, 2.22938,-1.66459,7.3623, 6.0648,-0.434763
6.92, 4.90946, 2.21274,-1.69135,7.42295, 6.06045,-0.50754
6.93, 4.93158, 2.19582,-1.7179,7.48355, 6.05537,-0.580266
6.94, 4.95354, 2.17864,-1.74425,7.54411, 6.04957,-0.65293
6.95, 4.97533, 2.1612,-1.77039,7.6046, 6.04304,-0.725525
6.96, 4.99694, 2.1435,-1.79633,7.66503, 6.03579,-0.798042
6.97, 5.01837, 2.12554,-1.82205,7.72539, 6.02781,-0.870471
6.98, 5.03963, 2.10731,-1.84756,7.78567, 6.0191,-0.942804
6.99, 5.0607, 2.08884,-1.87284,7.84586, 6.00967,-1.01503
7, 5.08159, 2.07011,-1.89791,7.90596, 5.99952,-1.08715
7.01, 5.10229, 2.05113,-1.92275,7.96595, 5.98865,-1.15914
7.02, 5.1228, 2.0319,-1.94737,8.02584, 5.97706,-1.23101
7.03, 5.14312, 2.01243,-1.97175,8.08561, 5.96475,-1.30273
7.04, 5.16325, 1.99271,-1.9959,8.14526, 5.95172,-1.37431
7.05, 5.18317, 1.97275,-2.01981,8.20478, 5.93798,-1.44573
7.06, 5.2029, 1.95256,-2.04348,8.26416, 5.92352,-1.51699
7.07, 5.22243, 1.93212,-2.06691,8.32339, 5.90835,-1.58807
7.08, 5.24175, 1.91145,-2.0901,8.38247, 5.89247,-1.65897
7.09, 5.26086, 1.89055,-2.11304,8.4414, 5.87588,-1.72968
7.1, 5.27977, 1.86942,-2.13572,8.50016, 5.85859,-1.80019
7.11, 5.29846, 1.84806,-2.15816,8.55874, 5.84058,-1.87049
7.12, 5.31694, 1.82648,-2.18033,8.61715, 5.82188,-1.94058
7.13, 5.33521, 1.80468,-2.20225,8.67537, 5.80247,-2.01044
7.14, 5.35326, 1.78266,-2.22391,8.73339, 5.78237,-2.08007
7.15, 5.37108, 1.76042,-2.2453,8.79122, 5.76157,-2.14946
7.16, 5.38869, 1.73796,-2.26642,8.84883, 5.74007,-2.2186
7.17, 5.40607, 1.7153,-2.28728,8.90623, 5.71789,-2.28748
7.18, 5.42322, 1.69243,-2.30786,8.96341, 5.69501,-2.35609
7.19, 5.44014, 1.66935,-2.32817,9.02036, 5.67145,-2.42443
7.2, 5.45684, 1.64607,-2.3482,9.07708, 5.64721,-2.49249
7.21, 5.4733, 1.62258,-2.36796,9.13355, 5.62228,-2.56026
7.22, 5.48952, 1.5989,-2.38743,9.18977, 5.59668,-2.62773
