0,2,-20
0.018,1.8,-20
0.0341988,1.61988,-18.012
0.0487754,1.45766,-16.2216
0.0618912,1.31157,-14.6092
0.0736912,1.18,-13.157
0.0843063,1.06151,-11.8492
0.0938543,0.954798,-10.6713
0.102441,0.858692,-9.61055
0.110163,0.77214,-8.65522
0.117105,0.694192,-7.79484
0.123344,0.623992,-7.01999
0.128952,0.56077,-6.32215
0.13399,0.503834,-5.69367
0.138516,0.452557,-5.12766
0.14258,0.406378,-4.61791
0.146228,0.36479,-4.15883
0.149501,0.327336,-3.74538
0.152437,0.293606,-3.37303
0.155069,0.263229,-3.03768
0.157428,0.235872,-2.73567
0.159541,0.211235,-2.46367
0.161431,0.189048,-2.21871
0.163122,0.169067,-1.9981
0.164632,0.151073,-1.79942
0.165981,0.134868,-1.62048
0.167184,0.120275,-1.45934
0.168255,0.107133,-1.3142
0.169208,0.0952978,-1.1835
0.170055,0.0846399,-1.06578
0.170805,0.0750422,-0.959769
0.171469,0.0663993,-0.864292
0.172055,0.0586163,-0.778306
0.172571,0.0516076,-0.700866
0.173024,0.0452964,-0.631123
0.17342,0.0396132,-0.568313
0.173765,0.0344958,-0.511746
0.174064,0.0298878,-0.460801
0.174321,0.0257386,-0.41492
0.174542,0.0220026,-0.3736
0.174728,0.0186387,-0.336387
0.174884,0.01561,-0.302872
0.175013,0.0128831,-0.272689
0.175117,0.010428,-0.245506
0.175199,0.00821777,-0.221025
0.175262,0.006228,-0.198977
0.175306,0.00443679,-0.179121
0.175334,0.0028244,-0.161239
0.175348,0.00137307,-0.145133
0.175349,6.6776e-05,-0.130629
0.175337,-0.00110889,-0.117567
0.175316,-0.00216692,-0.105803
0.175285,-0.003119,-0.095208
0.175245,-0.00397566,-0.0856664
0.175197,-0.0047464,-0.0770733
0.175143,-0.00543974,-0.0693343
0.175082,-0.00606339,-0.0623646
0.175016,-0.00662426,-0.0560877
0.174945,-0.00712861,-0.0504348
0.174869,-0.00758205,-0.0453438
0.174789,-0.00798964,-0.0407589
0.174706,-0.00835594,-0.0366297
0.174619,-0.00868505,-0.032911
0.174529,-0.00898067,-0.029562
0.174436,-0.00924613,-0.026546
0.174342,-0.00948442,-0.0238297
0.174245,-0.00969826,-0.0213835
0.174146,-0.00989006,-0.0191805
0.174045,-0.010062,-0.0171965
0.173943,-0.0102161,-0.0154098
0.173839,-0.0103541,-0.0138007
0.173735,-0.0104776,-0.0123516
0.173629,-0.0105881,-0.0110466
0.173522,-0.0106868,-0.00987135
0.173414,-0.010775,-0.00881297
0.173306,-0.0108536,-0.00785984
0.173196,-0.0109236,-0.0070015
0.173087,-0.0109859,-0.00622853
0.172976,-0.0110412,-0.00553243
0.172865,-0.0110902,-0.00490558
0.172754,-0.0111336,-0.00434109
0.172642,-0.011172,-0.00383276
0.17253,-0.0112057,-0.003375
0.172418,-0.0112354,-0.0029628
0.172305,-0.0112613,-0.00259161
0.172192,-0.0112838,-0.00225738
0.172079,-0.0113034,-0.00195641
0.171966,-0.0113203,-0.00168542
0.171853,-0.0113347,-0.00144141
0.171739,-0.0113469,-0.0012217
0.171626,-0.0113571,-0.00102389
0.171512,-0.0113656,-0.000845782
0.171398,-0.0113724,-0.000685434
0.171284,-0.0113779,-0.000541074
0.171171,-0.011382,-0.000411114
0.171057,-0.0113849,-0.000294123
0.170943,-0.0113868,-0.000188811
0.170829,-0.0113877,-9.40182e-05
0.170715,-0.0113878,-8.69814e-06
0.170601,-0.0113871,6.80905e-05
