No iterations: 400
Time (s), Position 1 (m), Velocity 1 (m s-1), Acceleration 1 (m s-2), Position 2 (m), Velocity 2 (m s-1), Acceleration 2 (m s-2)
0.45, 0.948439, 0.993926,2.03555,2.05156, -0.993926,-2.03555
0.455, 0.953409, 1.0041,1.83936,2.04659, -1.0041,-1.83936
0.46, 0.958429, 1.0133,1.64115,2.04157, -1.0133,-1.64115
0.465, 0.963496, 1.02151,1.44114,2.0365, -1.02151,-1.44114
0.47, 0.968603, 1.02871,1.2395,2.0314, -1.02871,-1.2395
0.475, 0.973747, 1.03491,1.03644,2.02625, -1.03491,-1.03644
0.48, 0.978921, 1.04009,0.832159,2.02108, -1.04009,-0.832159
0.485, 0.984122, 1.04425,0.626855,2.01588, -1.04425,-0.626856
0.49, 0.989343, 1.04739,0.420724,2.01066, -1.04739,-0.420724
0.495, 0.99458, 1.04949,0.21398,2.00542, -1.04949,-0.213981
0.5, 0.999827, 1.05056,0.00681771,2.00017, -1.05056,-0.00681614
0.505, 1.00508, 1.05059,-0.200554,1.99492, -1.05059,0.200554
0.51, 1.01033, 1.04959,-0.407933,1.98967, -1.04959,0.407933
0.515, 1.01558, 1.04755,-0.615114,1.98442, -1.04755,0.615114
0.52, 1.02082, 1.04448,-0.821891,1.97918, -1.04448,0.821893
0.525, 1.02604, 1.04037,-1.02806,1.97396, -1.04037,1.02806
0.53, 1.03124, 1.03523,-1.23342,1.96876, -1.03523,1.23342
0.535, 1.03642, 1.02906,-1.43777,1.96358, -1.02906,1.43777
0.54, 1.04156, 1.02187,-1.6409,1.95844, -1.02187,1.6409
0.545, 1.04667, 1.01367,-1.84261,1.95333, -1.01367,1.84261
0.55, 1.05174, 1.00445,-2.0427,1.94826, -1.00445,2.0427
0.555, 1.05676, 0.994239,-2.24097,1.94324, -0.994239,2.24097
0.56, 1.06174, 0.983034,-2.43722,1.93826, -0.983034,2.43722
0.565, 1.06665, 0.970848,-2.63127,1.93335, -0.970848,2.63127
0.57, 1.0715, 0.957692,-2.8229,1.9285, -0.957692,2.8229
0.575, 1.07629, 0.943577,-3.01195,1.92371, -0.943577,3.01195
0.58, 1.08101, 0.928518,-3.1982,1.91899, -0.928518,3.1982
0.585, 1.08565, 0.912527,-3.38148,1.91435, -0.912527,3.38148
0.59, 1.09022, 0.895619,-3.56161,1.90978, -0.895619,3.56161
0.595, 1.09469, 0.877811,-3.73839,1.90531, -0.877811,3.73839
0.6, 1.09908, 0.859119,-3.91167,1.90092, -0.859119,3.91167
0.605, 1.10338, 0.839561,-4.08125,1.89662, -0.839561,4.08125
0.61, 1.10758, 0.819155,-4.24697,1.89242, -0.819155,4.24697
0.615, 1.11167, 0.79792,-4.40867,1.88833, -0.79792,4.40867
0.62, 1.11566, 0.775876,-4.56617,1.88434, -0.775876,4.56617
0.625, 1.11954, 0.753046,-4.71932,1.88046, -0.753046,4.71932
0.63, 1.12331, 0.729449,-4.86797,1.87669, -0.729449,4.86797
0.635, 1.12695, 0.705109,-5.01196,1.87305, -0.705109,5.01196
0.64, 1.13048, 0.680049,-5.15114,1.86952, -0.680049,5.15114
0.645, 1.13388, 0.654294,-5.28538,1.86612, -0.654294,5.28538
0.65, 1.13715, 0.627867,-5.41453,1.86285, -0.627867,5.41453
0.655, 1.14029, 0.600794,-5.53846,1.85971, -0.600794,5.53846
0.66, 1.14329, 0.573102,-5.65705,1.85671, -0.573102,5.65706
0.665, 1.14616, 0.544817,-5.77018,1.85384, -0.544817,5.77018
0.67, 1.14888, 0.515966,-5.87772,1.85112, -0.515966,5.87772
0.675, 1.15146, 0.486577,-5.97957,1.84854, -0.486577,5.97957
0.68, 1.1539, 0.456679,-6.07562,1.8461, -0.456679,6.07562
0.685, 1.15618, 0.426301,-6.16576,1.84382, -0.426301,6.16576
0.69, 1.15831, 0.395472,-6.24991,1.84169, -0.395472,6.24991
0.695, 1.16029, 0.364223,-6.32797,1.83971, -0.364223,6.32797
0.7, 1.16211, 0.332583,-6.39987,1.83789, -0.332583,6.39987
0.705, 1.16377, 0.300584,-6.46552,1.83623, -0.300584,6.46552
0.71, 1.16528, 0.268256,-6.52485,1.83472, -0.268256,6.52485
0.715, 1.16662, 0.235632,-6.5778,1.83338, -0.235632,6.5778
0.72, 1.1678, 0.202743,-6.62431,1.8322, -0.202743,6.62431
0.725, 1.16881, 0.169621,-6.66433,1.83119, -0.169621,6.66433
0.73, 1.16966, 0.1363,-6.69781,1.83034, -0.1363,6.69782
0.735, 1.17034, 0.10281,-6.72472,1.82966, -0.10281,6.72472
0.74, 1.17085, 0.0691869,-6.74501,1.82915, -0.0691869,6.74501
0.745, 1.1712, 0.0354618,-6.75867,1.8288, -0.0354618,6.75867
0.75, 1.17138, 0.00166847,-6.76567,1.82862, -0.00166845,6.76567
0.755, 1.17138, -0.0321599,-6.766,1.82862, 0.0321599,6.766
0.76, 1.17122, -0.0659899,-6.75965,1.82878, 0.0659899,6.75965
0.765, 1.17089, -0.0997881,-6.74663,1.82911, 0.0997882,6.74663
0.77, 1.1704, -0.133521,-6.72693,1.8296, 0.133521,6.72693
0.775, 1.16973, -0.167156,-6.70057,1.83027, 0.167156,6.70057
0.78, 1.16889, -0.200659,-6.66758,1.83111, 0.200659,6.66758
0.785, 1.16789, -0.233997,-6.62797,1.83211, 0.233997,6.62797
0.79, 1.16672, -0.267137,-6.58178,1.83328, 0.267137,6.58178
0.795, 1.16538, -0.300045,-6.52905,1.83462, 0.300045,6.52905
0.8, 1.16388, -0.332691,-6.46982,1.83612, 0.332691,6.46982
0.805, 1.16222, -0.36504,-6.40415,1.83778, 0.36504,6.40415
0.81, 1.16039, -0.397061,-6.33209,1.83961, 0.397061,6.33209
0.815, 1.15841, -0.428721,-6.25372,1.84159, 0.428721,6.25372
0.82, 1.15626, -0.45999,-6.16909,1.84374, 0.45999,6.16909
0.825, 1.15397, -0.490835,-6.07829,1.84603, 0.490835,6.07829
0.83, 1.15151, -0.521227,-5.98141,1.84849, 0.521227,5.98141
0.835, 1.1489, -0.551134,-5.87852,1.8511, 0.551134,5.87852
0.84, 1.14615, -0.580526,-5.76973,1.85385, 0.580526,5.76973
0.845, 1.14325, -0.609375,-5.65514,1.85675, 0.609375,5.65514
0.85, 1.1402, -0.637651,-5.53486,1.8598, 0.637651,5.53486
0.855, 1.13701, -0.665325,-5.40899,1.86299, 0.665325,5.40899
0.86, 1.13368, -0.69237,-5.27766,1.86632, 0.69237,5.27766
0.865, 1.13022, -0.718758,-5.14099,1.86978, 0.718758,5.14099
0.87, 1.12663, -0.744463,-4.99911,1.87337, 0.744463,4.99911
0.875, 1.12291, -0.769459,-4.85216,1.87709, 0.769459,4.85216
0.88, 1.11906, -0.793719,-4.70028,1.88094, 0.793719,4.70028
0.885, 1.11509, -0.817221,-4.5436,1.88491, 0.817221,4.5436
0.89, 1.111, -0.839939,-4.38229,1.889, 0.839939,4.38229
0.895, 1.10681, -0.86185,-4.21649,1.89319, 0.86185,4.21649
0.9, 1.1025, -0.882933,-4.04637,1.8975, 0.882933,4.04637
0.905, 1.09808, -0.903165,-3.87209,1.90192, 0.903165,3.87209
0.91, 1.09357, -0.922525,-3.69381,1.90643, 0.922525,3.69381
0.915, 1.08895, -0.940994,-3.51171,1.91105, 0.940994,3.51171
0.92, 1.08425, -0.958553,-3.32597,1.91575, 0.958553,3.32597
0.925, 1.07945, -0.975182,-3.13675,1.92055, 0.975182,3.13675
0.93, 1.07458, -0.990866,-2.94426,1.92542, 0.990866,2.94426
0.935, 1.06962, -1.00559,-2.74867,1.93038, 1.00559,2.74867
0.94, 1.0646, -1.01933,-2.55018,1.9354, 1.01933,2.55018
0.945, 1.0595, -1.03208,-2.34897,1.9405, 1.03208,2.34897
0.95, 1.05434, -1.04383,-2.14524,1.94566, 1.04383,2.14524
0.955, 1.04912, -1.05455,-1.9392,1.95088, 1.05455,1.9392
0.96, 1.04385, -1.06425,-1.73104,1.95615, 1.06425,1.73104
0.965, 1.03853, -1.0729,-1.52097,1.96147, 1.0729,1.52097
0.97, 1.03316, -1.08051,-1.30918,1.96684, 1.08051,1.30918
0.975, 1.02776, -1.08705,-1.0959,1.97224, 1.08705,1.0959
0.98, 1.02232, -1.09253,-0.881324,1.97768, 1.09253,0.881324
0.985, 1.01686, -1.09694,-0.665668,1.98314, 1.09694,0.665668
0.99, 1.01138, -1.10027,-0.44914,1.98862, 1.10027,0.44914
0.995, 1.00588, -1.10251,-0.231954,1.99412, 1.10251,0.231954
1, 1.00036, -1.10367,-0.0143257,1.99964, 1.10367,0.0143257
1.005, 0.994845, -1.10375,0.20353,2.00516, 1.10375,-0.203532
1.01, 0.989326, -1.10273,0.421401,2.01067, 1.10273,-0.421402
1.015, 0.983812, -1.10062,0.639072,2.01619, 1.10062,-0.639073
1.02, 0.978309, -1.09743,0.856323,2.02169, 1.09743,-0.856322
1.025, 0.972822, -1.09314,1.07295,2.02718, 1.09314,-1.07295
1.03, 0.967356, -1.08778,1.28873,2.03264, 1.08778,-1.28873
1.035, 0.961917, -1.08134,1.50344,2.03808, 1.08134,-1.50344
1.04, 0.956511, -1.07382,1.71689,2.04349, 1.07382,-1.71689
1.045, 0.951142, -1.06523,1.92885,2.04886, 1.06523,-1.92885
1.05, 0.945815, -1.05559,2.13913,2.05418, 1.05559,-2.13913
1.055, 0.940537, -1.04489,2.34749,2.05946, 1.04489,-2.34749
1.06, 0.935313, -1.03316,2.55374,2.06469, 1.03316,-2.55374
1.065, 0.930147, -1.02039,2.75768,2.06985, 1.02039,-2.75768
1.07, 0.925045, -1.0066,2.9591,2.07495, 1.0066,-2.9591
1.075, 0.920012, -0.991805,3.15779,2.07999, 0.991805,-3.15779
1.08, 0.915053, -0.976016,3.35357,2.08495, 0.976016,-3.35357
1.085, 0.910173, -0.959248,3.54622,2.08983, 0.959248,-3.54622
1.09, 0.905377, -0.941517,3.73557,2.09462, 0.941517,-3.73557
1.095, 0.900669, -0.922839,3.92142,2.09933, 0.922839,-3.92142
1.1, 0.896055, -0.903232,4.10358,2.10394, 0.903232,-4.10358
1.105, 0.891539, -0.882714,4.28187,2.10846, 0.882714,-4.28187
1.11, 0.887125, -0.861305,4.45611,2.11287, 0.861305,-4.45611
1.115, 0.882819, -0.839024,4.62613,2.11718, 0.839024,-4.62612
1.12, 0.878624, -0.815893,4.79174,2.12138, 0.815893,-4.79174
1.125, 0.874544, -0.791935,4.9528,2.12546, 0.791935,-4.9528
1.13, 0.870585, -0.767171,5.10912,2.12942, 0.767171,-5.10912
1.135, 0.866749, -0.741625,5.26055,2.13325, 0.741625,-5.26055
1.14, 0.863041, -0.715322,5.40694,2.13696, 0.715322,-5.40694
1.145, 0.859464, -0.688288,5.54814,2.14054, 0.688288,-5.54814
1.15, 0.856023, -0.660547,5.684,2.14398, 0.660547,-5.684
1.155, 0.85272, -0.632127,5.81439,2.14728, 0.632127,-5.81439
1.16, 0.849559, -0.603055,5.93917,2.15044, 0.603055,-5.93917
1.165, 0.846544, -0.573359,6.05821,2.15346, 0.573359,-6.05821
1.17, 0.843677, -0.543068,6.17138,2.15632, 0.543068,-6.17138
1.175, 0.840962, -0.512211,6.27858,2.15904, 0.512211,-6.27858
1.18, 0.838401, -0.480818,6.37969,2.1616, 0.480818,-6.37969
1.185, 0.835997, -0.44892,6.47459,2.164, 0.44892,-6.47459
1.19, 0.833752, -0.416547,6.56321,2.16625, 0.416547,-6.56321
1.195, 0.831669, -0.383731,6.64543,2.16833, 0.383731,-6.64543
1.2, 0.829751, -0.350504,6.72118,2.17025, 0.350504,-6.72118
1.205, 0.827998, -0.316898,6.79036,2.172, 0.316898,-6.79036
1.21, 0.826414, -0.282946,6.85292,2.17359, 0.282946,-6.85292
1.215, 0.824999, -0.248681,6.90877,2.175, 0.248681,-6.90877
1.22, 0.823755, -0.214138,6.95785,2.17624, 0.214138,-6.95785
1.225, 0.822685, -0.179348,7.00012,2.17732, 0.179348,-7.00012
1.23, 0.821788, -0.144348,7.03553,2.17821, 0.144348,-7.03553
1.235, 0.821066, -0.10917,7.06402,2.17893, 0.10917,-7.06402
1.24, 0.82052, -0.07385,7.08557,2.17948, 0.07385,-7.08557
1.245, 0.820151, -0.0384222,7.10015,2.17985, 0.0384222,-7.10015
1.25, 0.819959, -0.00292143,7.10773,2.18004, 0.00292144,-7.10773
1.255, 0.819944, 0.0326172,7.10831,2.18006, -0.0326172,-7.10831
1.26, 0.820108, 0.0681587,7.10187,2.17989, -0.0681587,-7.10187
1.265, 0.820448, 0.103668,7.08841,2.17955, -0.103668,-7.08841
1.27, 0.820967, 0.13911,7.06795,2.17903, -0.13911,-7.06795
1.275, 0.821662, 0.17445,7.04049,2.17834, -0.17445,-7.04049
1.28, 0.822535, 0.209652,7.00606,2.17747, -0.209652,-7.00605
1.285, 0.823583, 0.244683,6.96467,2.17642, -0.244683,-6.96468
1.29, 0.824806, 0.279506,6.91637,2.17519, -0.279506,-6.91637
1.295, 0.826204, 0.314088,6.8612,2.1738, -0.314088,-6.8612
1.3, 0.827774, 0.348394,6.7992,2.17223, -0.348394,-6.79921
1.305, 0.829516, 0.38239,6.73043,2.17048, -0.38239,-6.73043
1.31, 0.831428, 0.416042,6.65495,2.16857, -0.416042,-6.65495
1.315, 0.833508, 0.449317,6.57283,2.16649, -0.449317,-6.57283
1.32, 0.835755, 0.482181,6.48414,2.16425, -0.482181,-6.48414
1.325, 0.838166, 0.514602,6.38896,2.16183, -0.514602,-6.38896
1.33, 0.840739, 0.546546,6.28738,2.15926, -0.546546,-6.28738
1.335, 0.843472, 0.577983,6.1795,2.15653, -0.577983,-6.1795
1.34, 0.846361, 0.608881,6.06541,2.15364, -0.608881,-6.06541
1.345, 0.849406, 0.639208,5.94522,2.15059, -0.639208,-5.94522
1.35, 0.852602, 0.668934,5.81905,2.1474, -0.668934,-5.81905
1.355, 0.855947, 0.698029,5.687,2.14405, -0.698029,-5.687
1.36, 0.859437, 0.726464,5.54922,2.14056, -0.726464,-5.54921
1.365, 0.863069, 0.75421,5.40582,2.13693, -0.75421,-5.40582
1.37, 0.86684, 0.781239,5.25694,2.13316, -0.781239,-5.25694
1.375, 0.870746, 0.807524,5.10273,2.12925, -0.807524,-5.10274
1.38, 0.874784, 0.833038,4.94334,2.12522, -0.833038,-4.94334
1.385, 0.878949, 0.857754,4.7789,2.12105, -0.857755,-4.7789
1.39, 0.883238, 0.881649,4.60959,2.11676, -0.881649,-4.60959
1.395, 0.887646, 0.904697,4.43556,2.11235, -0.904697,-4.43556
1.4, 0.89217, 0.926875,4.25698,2.10783, -0.926875,-4.25698
1.405, 0.896804, 0.94816,4.07402,2.1032, -0.94816,-4.07402
1.41, 0.901545, 0.96853,3.88686,2.09846, -0.96853,-3.88686
1.415, 0.906387, 0.987964,3.69568,2.09361, -0.987964,-3.69568
1.42, 0.911327, 1.00644,3.50066,2.08867, -1.00644,-3.50066
1.425, 0.916359, 1.02395,3.302,2.08364, -1.02395,-3.302
1.43, 0.921479, 1.04046,3.09988,2.07852, -1.04046,-3.09988
1.435, 0.926681, 1.05596,2.8945,2.07332, -1.05596,-2.8945
1.44, 0.931961, 1.07043,2.68606,2.06804, -1.07043,-2.68606
1.445, 0.937313, 1.08386,2.47477,2.06269, -1.08386,-2.47477
1.45, 0.942733, 1.09623,2.26083,2.05727, -1.09623,-2.26083
1.455, 0.948214, 1.10754,2.04444,2.05179, -1.10754,-2.04444
1.46, 0.953751, 1.11776,1.82582,2.04625, -1.11776,-1.82582
1.465, 0.95934, 1.12689,1.60518,2.04066, -1.12689,-1.60518
1.47, 0.964975, 1.13491,1.38274,2.03503, -1.13491,-1.38275
1.475, 0.970649, 1.14183,1.15872,2.02935, -1.14183,-1.15872
1.48, 0.976358, 1.14762,0.933332,2.02364, -1.14762,-0.933332
1.485, 0.982096, 1.15229,0.706804,2.0179, -1.15229,-0.706804
1.49, 0.987858, 1.15582,0.479351,2.01214, -1.15582,-0.479353
1.495, 0.993637, 1.15822,0.251199,2.00636, -1.15822,-0.251198
1.5, 0.999428, 1.15947,0.0225795,2.00057, -1.15947,-0.0225803
1.505, 1.00523, 1.15959,-0.206296,1.99477, -1.15959,0.206296
1.51, 1.01102, 1.15856,-0.435187,1.98898, -1.15856,0.435187
1.515, 1.01682, 1.15638,-0.663878,1.98318, -1.15638,0.663876
1.52, 1.0226, 1.15306,-0.892139,1.9774, -1.15306,0.892139
1.525, 1.02836, 1.1486,-1.11974,1.97164, -1.1486,1.11974
1.53, 1.03411, 1.143,-1.34647,1.96589, -1.143,1.34647
1.535, 1.03982, 1.13627,-1.57209,1.96018, -1.13627,1.57209
1.54, 1.0455, 1.12841,-1.79638,1.9545, -1.12841,1.79638
1.545, 1.05114, 1.11943,-2.01911,1.94886, -1.11943,2.01911
1.55, 1.05674, 1.10933,-2.24008,1.94326, -1.10933,2.24008
1.555, 1.06229, 1.09813,-2.45905,1.93771, -1.09813,2.45905
1.56, 1.06778, 1.08583,-2.67581,1.93222, -1.08583,2.67581
1.565, 1.07321, 1.07246,-2.89015,1.92679, -1.07246,2.89015
1.57, 1.07857, 1.058,-3.10184,1.92143, -1.058,3.10184
1.575, 1.08386, 1.0425,-3.31069,1.91614, -1.0425,3.31069
1.58, 1.08907, 1.02594,-3.51647,1.91093, -1.02594,3.51647
1.585, 1.0942, 1.00836,-3.71898,1.9058, -1.00836,3.71898
1.59, 1.09924, 0.989765,-3.91802,1.90076, -0.989765,3.91802
1.595, 1.10419, 0.970175,-4.11339,1.89581, -0.970175,4.11339
1.6, 1.10904, 0.949608,-4.3049,1.89096, -0.949608,4.3049
1.605, 1.11379, 0.928083,-4.49234,1.88621, -0.928083,4.49234
1.61, 1.11843, 0.905622,-4.67554,1.88157, -0.905622,4.67554
1.615, 1.12296, 0.882244,-4.8543,1.87704, -0.882244,4.8543
1.62, 1.12737, 0.857972,-5.02845,1.87263, -0.857972,5.02845
1.625, 1.13166, 0.83283,-5.19781,1.86834, -0.83283,5.19781
1.63, 1.13583, 0.806841,-5.3622,1.86417, -0.806841,5.3622
1.635, 1.13986, 0.78003,-5.52147,1.86014, -0.78003,5.52147
1.64, 1.14376, 0.752423,-5.67544,1.85624, -0.752423,5.67544
1.645, 1.14752, 0.724046,-5.82396,1.85248, -0.724046,5.82396
1.65, 1.15114, 0.694926,-5.96688,1.84886, -0.694926,5.96688
1.655, 1.15462, 0.665091,-6.10405,1.84538, -0.665091,6.10405
1.66, 1.15794, 0.634571,-6.23534,1.84206, -0.634571,6.23534
1.665, 1.16112, 0.603394,-6.3606,1.83888, -0.603395,6.3606
1.67, 1.16413, 0.571591,-6.4797,1.83587, -0.571592,6.4797
1.675, 1.16699, 0.539193,-6.59253,1.83301, -0.539193,6.59253
1.68, 1.16969, 0.50623,-6.69896,1.83031, -0.50623,6.69896
1.685, 1.17222, 0.472736,-6.79889,1.82778, -0.472736,6.79889
1.69, 1.17458, 0.438741,-6.8922,1.82542, -0.438741,6.8922
1.695, 1.17678, 0.40428,-6.97881,1.82322, -0.40428,6.97881
1.7, 1.1788, 0.369386,-7.05861,1.8212, -0.369386,7.05861
1.705, 1.18064, 0.334093,-7.13152,1.81936, -0.334093,7.13152
1.71, 1.18231, 0.298435,-7.19747,1.81769, -0.298435,7.19747
1.715, 1.18381, 0.262448,-7.25638,1.81619, -0.262448,7.25638
1.72, 1.18512, 0.226166,-7.30818,1.81488, -0.226166,7.30818
1.725, 1.18625, 0.189625,-7.35283,1.81375, -0.189625,7.35283
1.73, 1.1872, 0.152861,-7.39026,1.8128, -0.152861,7.39026
1.735, 1.18796, 0.11591,-7.42043,1.81204, -0.11591,7.42043
1.74, 1.18854, 0.0788077,-7.44331,1.81146, -0.0788077,7.44331
1.745, 1.18894, 0.0415911,-7.45887,1.81106, -0.0415912,7.45887
1.75, 1.18914, 0.00429679,-7.46708,1.81086, -0.00429684,7.46708
1.755, 1.18916, -0.0330386,-7.46793,1.81084, 0.0330386,7.46793
1.76, 1.189, -0.0703782,-7.4614,1.811, 0.0703782,7.4614
1.765, 1.18865, -0.107685,-7.44751,1.81135, 0.107685,7.44751
1.77, 1.18811, -0.144923,-7.42625,1.81189, 0.144923,7.42626
1.775, 1.18738, -0.182054,-7.39765,1.81262, 0.182054,7.39765
1.78, 1.18647, -0.219042,-7.36171,1.81353, 0.219042,7.36171
1.785, 1.18538, -0.255851,-7.31848,1.81462, 0.255851,7.31848
1.79, 1.1841, -0.292443,-7.26797,1.8159, 0.292443,7.26797
1.795, 1.18264, -0.328783,-7.21025,1.81736, 0.328783,7.21025
1.8, 1.18099, -0.364834,-7.14535,1.81901, 0.364834,7.14535
1.805, 1.17917, -0.400561,-7.07333,1.82083, 0.400561,7.07333
1.81, 1.17717, -0.435928,-6.99426,1.82283, 0.435928,6.99426
1.815, 1.17499, -0.470899,-6.90821,1.82501, 0.470899,6.90821
